Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2018,Cody Bellinger,Dodgers,CF,162,557,632,145,85,28,7,25,84,76,69,9,151,3,3,0,7,14,1,0.26,10.90%,23.90%,0.46,0.343,0.47,0.814,0.21,6.3,0.313,90,15.7,0.345,120,2,0.8,1.3,122,91,92,115,15.20%,45.20%,32.00%,22.70%,18.10%,41.80%,40.10%,15998
2016,Keon Broxton,Brewers,CF,75,207,244,50,30,10,1,9,28,19,36,0,88,0,0,1,2,23,4,0.242,14.80%,36.10%,0.41,0.354,0.43,0.784,0.188,6.5,0.373,34,5,0.343,111,2.8,-0.4,1,171,118,100,88,25.70%,40.00%,40.00%,20.00%,13.30%,43.30%,43.30%,9253
2018,Michael Conforto,Mets,CF,153,543,638,132,78,25,1,28,78,82,84,8,159,7,4,0,10,3,4,0.243,13.20%,24.90%,0.53,0.35,0.448,0.797,0.204,2.4,0.289,89,14.4,0.342,120,-1.4,0.9,0.6,147,90,101,105,19.70%,43.00%,31.70%,25.30%,17.80%,46.40%,35.80%,16376
2018,Enrique Hernandez,Dodgers,CF,145,402,462,103,62,17,3,21,67,52,50,5,78,1,5,4,3,3,0,0.256,10.80%,16.90%,0.64,0.336,0.47,0.806,0.214,4.6,0.266,64,10.2,0.342,118,0.3,2,1.5,121,85,87,126,14.60%,43.20%,35.10%,21.60%,19.50%,45.10%,35.40%,10472
2017,A.J. Pollock,Diamondbacks,CF,112,425,466,113,60,33,6,14,73,49,35,1,71,6,0,0,8,20,6,0.266,7.50%,15.20%,0.49,0.33,0.471,0.801,0.205,7.5,0.291,64,7.6,0.34,103,1.2,0.4,1,83,113,101,91,12.40%,43.20%,37.30%,19.50%,19.80%,45.20%,35.00%,9256
2018,A.J. Pollock,Diamondbacks,CF,113,413,460,106,59,21,5,21,61,65,31,2,100,8,7,1,6,13,2,0.257,6.70%,21.70%,0.31,0.316,0.484,0.8,0.228,6.7,0.284,62,8.7,0.338,111,1.6,1.5,0.8,75,89,98,110,17.10%,48.60%,32.70%,18.70%,11.20%,44.20%,44.60%,9256
2017,Michael A. Taylor,Nationals,CF,118,399,432,108,63,23,3,19,55,53,29,3,137,1,2,1,3,17,7,0.271,6.70%,31.70%,0.21,0.32,0.486,0.806,0.216,5.9,0.363,59,6.2,0.338,104,0.2,1,1.9,75,100,97,104,20.00%,46.80%,31.70%,21.50%,18.10%,47.90%,34.00%,11489
2016,Odubel Herrera,Phillies,CF,159,583,656,167,125,21,6,15,87,49,63,7,134,6,2,2,6,25,7,0.286,9.60%,20.40%,0.47,0.361,0.42,0.781,0.134,6.3,0.349,88,10.6,0.338,110,1.7,-0.8,1.4,111,102,104,94,10.60%,26.70%,37.50%,35.80%,23.80%,49.00%,27.20%,11476
2017,Brian Goodwin,Nationals,CF,74,251,278,63,28,21,1,13,41,30,23,2,69,1,3,0,3,6,0,0.251,8.30%,24.80%,0.33,0.313,0.498,0.811,0.247,6,0.291,38,3.8,0.337,103,1.1,-1.7,0.4,92,93,86,122,16.50%,45.40%,29.20%,25.40%,16.20%,49.70%,34.10%,12858
2018,Starling Marte,Pirates,CF,145,559,606,155,98,32,5,20,81,72,35,2,109,8,3,1,11,33,14,0.277,5.80%,18.00%,0.32,0.327,0.46,0.787,0.182,6.6,0.312,82,11,0.337,112,0.6,2.2,-0.7,64,78,117,92,14.00%,40.30%,35.00%,24.70%,19.60%,46.90%,33.50%,9241
2018,Chris Taylor,Dodgers,CF,155,536,604,136,76,35,8,17,85,63,55,0,178,9,4,0,5,9,6,0.254,9.10%,29.50%,0.31,0.331,0.444,0.775,0.19,6.3,0.345,80,9.8,0.335,113,-1,4,1.4,101,126,78,111,12.10%,37.90%,34.30%,27.90%,13.30%,48.30%,38.40%,13757
2017,Albert Almora Jr.,Cubs,CF,132,299,323,89,62,18,1,8,39,46,19,1,53,0,2,3,8,1,0,0.298,5.90%,16.40%,0.36,0.338,0.445,0.782,0.147,3.2,0.338,43,3.4,0.334,103,0,-1.3,-0.5,65,101,112,85,11.00%,39.80%,32.70%,27.50%,19.90%,50.60%,29.50%,14109
2017,Jon Jay,Cubs,CF,141,379,433,112,89,18,3,2,65,34,37,3,80,12,2,3,11,6,2,0.296,8.50%,18.50%,0.46,0.374,0.375,0.749,0.079,5.3,0.368,56,3.4,0.33,101,0,3.9,-1.1,95,141,106,68,2.90%,28.30%,36.50%,35.20%,11.50%,63.20%,25.30%,5227
2017,Curtis Granderson,Mets,CF,147,449,527,95,42,24,3,26,74,64,71,2,123,4,3,0,5,6,2,0.212,13.50%,23.30%,0.58,0.323,0.452,0.775,0.241,4.8,0.228,68,4.1,0.33,106,0.1,1.5,1.3,150,91,74,138,16.30%,48.60%,34.00%,17.30%,17.60%,47.10%,35.30%,4747
2016,Marcell Ozuna,Marlins,CF,148,557,608,148,96,23,6,23,75,76,43,2,115,4,4,0,11,0,3,0.266,7.10%,18.90%,0.37,0.321,0.452,0.773,0.187,3.6,0.296,77,5.9,0.33,109,-1.5,0,0.5,82,92,98,107,14.10%,37.70%,39.20%,23.10%,17.30%,45.30%,37.40%,10324
2018,Ian Happ,Cubs,CF,142,387,462,90,54,19,2,15,56,44,70,9,167,3,2,0,6,8,4,0.233,15.20%,36.10%,0.42,0.353,0.408,0.761,0.176,4.5,0.362,59,5.4,0.329,106,-0.3,0.7,0,169,103,92,108,17.90%,36.00%,36.50%,27.50%,17.60%,44.10%,38.30%,17919
2016,Andrew McCutchen,Pirates,CF,153,598,675,153,100,26,3,24,81,79,69,7,143,5,3,0,15,6,7,0.256,10.20%,21.20%,0.48,0.336,0.43,0.766,0.174,3.4,0.297,85,5.9,0.329,105,-2,-1,0.5,118,106,80,122,12.60%,44.80%,33.40%,21.80%,19.70%,44.50%,35.80%,9847
2017,Odubel Herrera,Phillies,CF,138,526,563,148,89,42,3,14,67,56,31,4,126,4,2,0,13,8,5,0.281,5.50%,22.40%,0.25,0.325,0.452,0.778,0.171,4.3,0.345,72,3.7,0.329,100,-0.8,1.9,-0.1,61,104,100,98,10.20%,30.90%,38.10%,31.10%,24.40%,46.30%,29.40%,11476
2016,Scott Schebler,Reds,CF,82,257,282,68,45,12,2,9,36,40,19,2,59,6,0,0,5,2,4,0.265,6.70%,20.90%,0.32,0.33,0.432,0.762,0.167,4.1,0.312,35,2.2,0.328,100,-1.4,1.9,0.2,78,87,118,85,15.80%,46.50%,28.30%,25.30%,16.20%,50.50%,33.30%,12225
2017,Ender Inciarte,Braves,CF,158,662,718,201,158,27,5,11,93,57,49,3,94,0,4,3,8,22,9,0.304,6.80%,13.10%,0.52,0.35,0.409,0.759,0.106,5.4,0.339,92,4,0.328,98,0.1,2.3,-0.1,76,116,106,83,6.80%,30.30%,38.50%,31.20%,20.90%,57.00%,22.10%,4922
2018,Harrison Bader,Cardinals,CF,138,379,427,100,66,20,2,12,61,37,31,3,125,11,4,2,1,15,3,0.264,7.30%,29.30%,0.25,0.334,0.422,0.756,0.158,6.5,0.358,54,4.1,0.326,107,1.5,4.1,2,81,123,92,96,14.10%,46.50%,29.60%,23.90%,21.50%,40.80%,37.70%,18030
2017,Denard Span,Giants,CF,129,497,542,135,87,31,5,12,73,43,40,0,69,3,1,1,11,12,7,0.272,7.40%,12.70%,0.58,0.329,0.427,0.756,0.155,5.5,0.295,68,1.9,0.325,102,-0.9,1.1,-0.9,82,104,102,96,8.50%,41.60%,35.10%,23.30%,18.60%,56.30%,25.10%,8347
2016,Randal Grichuk,Cardinals,CF,132,446,478,107,51,29,3,24,66,68,28,0,141,3,1,0,9,5,4,0.24,5.90%,29.50%,0.2,0.289,0.48,0.769,0.24,5,0.294,59,2.7,0.325,102,-0.8,2.9,0.3,68,74,91,128,17.90%,47.10%,31.40%,21.60%,17.00%,43.10%,39.90%,10243
2016,Jeremy Hazelbaker,Cardinals,CF,114,200,224,47,25,7,3,12,35,28,18,2,64,0,2,4,1,5,2,0.235,8.00%,28.60%,0.28,0.295,0.48,0.775,0.245,7.2,0.278,27,1.1,0.324,102,0.1,-1.6,1.1,93,70,111,104,25.00%,34.50%,33.80%,31.70%,25.40%,43.70%,31.00%,9399
2017,Joc Pederson,Dodgers,CF,102,273,323,58,27,20,0,11,44,35,39,1,68,10,1,0,7,4,3,0.212,12.10%,21.10%,0.57,0.331,0.407,0.738,0.194,3.5,0.241,40,0.3,0.322,100,-0.7,1.5,-0.1,134,92,105,98,15.50%,48.50%,30.10%,21.40%,19.40%,47.60%,33.00%,11899
2018,Tommy Pham,Cardinals,CF,98,351,396,87,62,11,0,14,67,41,42,1,97,2,1,0,12,10,6,0.248,10.60%,24.50%,0.43,0.331,0.399,0.73,0.151,4.6,0.303,48,1.7,0.32,103,-0.7,3.2,-1,118,97,121,76,20.90%,41.60%,36.90%,21.60%,12.90%,39.60%,47.50%,2967
2016,Jon Jay,Padres,CF,90,347,373,101,72,26,1,2,49,26,19,0,78,6,0,1,5,2,0,0.291,5.10%,20.90%,0.24,0.339,0.389,0.728,0.098,3.9,0.371,44,0.2,0.319,99,0.2,2.8,0.2,59,113,123,62,3.60%,35.80%,33.20%,31.00%,15.50%,55.00%,29.50%,5227
2016,Ender Inciarte,Braves,CF,131,522,578,152,118,24,7,3,85,29,45,5,68,4,2,5,8,16,7,0.291,7.80%,11.80%,0.66,0.351,0.381,0.732,0.09,6.3,0.329,68,0.3,0.319,97,0,3.4,1.1,90,112,111,79,2.50%,31.90%,35.10%,33.00%,23.00%,54.20%,22.80%,4922
2016,Trayce Thompson,Dodgers,CF,80,236,262,53,29,11,0,13,31,32,26,0,66,0,0,0,3,5,1,0.225,9.90%,25.20%,0.39,0.302,0.436,0.738,0.212,3.7,0.255,31,0,0.318,100,0.5,2.6,1.1,115,78,116,93,24.10%,41.20%,41.80%,17.10%,19.40%,49.40%,31.20%,9952
2018,Odubel Herrera,Phillies,CF,148,550,597,140,96,19,3,22,64,71,38,3,122,7,1,1,11,5,2,0.255,6.40%,20.40%,0.31,0.31,0.42,0.73,0.165,3.7,0.29,70,0.1,0.315,96,-0.2,0.4,1.5,71,84,103,106,13.90%,38.80%,33.70%,27.40%,27.20%,47.90%,24.90%,11476
2016,Kirk Nieuwenhuis,Brewers,CF,125,335,392,70,38,18,1,13,38,44,56,1,133,1,0,0,5,8,9,0.209,14.30%,33.90%,0.42,0.324,0.385,0.709,0.176,3.3,0.302,44,-1.8,0.313,91,-2.3,1,1,165,93,104,99,19.40%,48.50%,27.20%,24.30%,13.40%,51.50%,35.20%,6400
2017,Starling Marte,Pirates,CF,77,309,339,85,69,7,2,7,48,31,20,0,63,8,2,0,5,21,4,0.275,5.90%,18.60%,0.32,0.333,0.379,0.712,0.104,7.1,0.324,39,-2.6,0.312,91,2.3,0.6,-0.1,66,102,111,85,9.90%,36.30%,33.90%,29.80%,29.00%,44.80%,26.20%,9241
2016,Denard Span,Giants,CF,143,572,637,152,113,23,5,11,70,53,53,2,79,4,2,6,8,12,7,0.266,8.30%,12.40%,0.67,0.331,0.381,0.712,0.115,4.6,0.291,72,-3.5,0.312,94,-0.8,2.9,0.7,96,107,118,72,9.20%,37.70%,38.30%,24.00%,23.00%,52.30%,24.80%,8347
2016,Chris Owings,Diamondbacks,CF,119,437,466,121,81,24,11,5,52,49,20,4,87,5,2,2,8,21,2,0.277,4.30%,18.70%,0.23,0.315,0.416,0.731,0.14,7.8,0.334,52,-2.8,0.311,86,3.2,-1,0.5,50,109,111,80,5.30%,31.90%,39.80%,28.30%,17.80%,52.30%,29.90%,10030
2017,Enrique Hernandez,Dodgers,CF,140,297,342,64,27,24,2,11,46,37,41,2,80,0,3,1,4,3,0,0.215,12.00%,23.40%,0.51,0.308,0.421,0.729,0.205,5.1,0.254,39,-3.1,0.31,92,0.4,1.8,1.1,133,91,94,113,12.60%,46.20%,30.80%,23.10%,15.80%,44.80%,39.40%,10472
2017,Manuel Margot,Padres,CF,126,487,529,128,90,18,7,13,53,39,35,0,106,2,4,1,6,17,7,0.263,6.60%,20.00%,0.33,0.313,0.409,0.721,0.146,6.1,0.309,59,-5.1,0.309,90,0.1,0.6,0.3,74,113,92,103,9.40%,27.70%,40.40%,31.90%,25.90%,48.70%,25.40%,14712
2018,Ender Inciarte,Braves,CF,156,597,660,158,115,27,6,10,83,61,49,1,86,6,4,4,6,28,14,0.265,7.40%,13.00%,0.57,0.325,0.38,0.705,0.116,6.1,0.293,74,-3.4,0.308,90,-0.5,5.2,1.4,83,110,104,89,6.40%,40.10%,35.30%,24.70%,19.70%,48.80%,31.60%,4922
2017,Gregor Blanco,Diamondbacks,CF,90,224,256,55,39,10,3,3,43,13,31,0,59,0,0,1,2,15,1,0.246,12.10%,23.00%,0.53,0.337,0.357,0.694,0.112,8.4,0.321,28,-2.7,0.308,82,2.4,1.9,0.7,135,107,97,100,5.40%,33.70%,38.60%,27.70%,18.10%,53.60%,28.30%,3123
2017,Keon Broxton,Brewers,CF,143,414,463,91,52,15,4,20,66,49,40,1,175,7,1,1,3,21,7,0.22,8.60%,37.80%,0.23,0.299,0.42,0.719,0.2,7.4,0.323,51,-5.1,0.308,85,1,-0.7,1.3,96,99,102,98,24.40%,36.50%,35.70%,27.80%,17.00%,47.70%,35.30%,9253
2018,Albert Almora Jr.,Cubs,CF,152,444,479,127,97,24,1,5,62,41,24,1,83,3,6,2,12,1,3,0.286,5.00%,17.30%,0.29,0.323,0.378,0.701,0.092,3,0.337,52,-3.9,0.305,89,-1.3,0.1,-0.6,56,93,117,83,4.80%,38.20%,32.30%,29.50%,23.30%,49.30%,27.40%,14109
2018,Cameron Maybin,Marlins,CF,99,251,287,63,47,12,1,3,20,20,32,1,55,2,2,0,3,8,5,0.251,11.10%,19.20%,0.58,0.338,0.343,0.681,0.092,3.6,0.308,31,-2.6,0.303,93,-0.6,-1.3,1.2,124,110,111,80,5.50%,40.40%,39.90%,19.70%,18.20%,47.50%,34.30%,5223
2018,Travis Jankowski,Padres,CF,117,347,387,90,71,12,3,4,45,17,37,0,73,1,0,2,7,24,7,0.259,9.60%,18.90%,0.51,0.332,0.346,0.678,0.086,6.5,0.319,41,-3.8,0.303,91,1.7,1.4,-0.5,107,100,135,57,7.70%,34.40%,33.70%,31.90%,21.40%,52.90%,25.70%,13768
2016,Mallex Smith,Braves,CF,72,189,215,45,31,7,4,3,28,22,20,0,48,2,1,3,3,16,8,0.238,9.30%,22.30%,0.42,0.316,0.365,0.681,0.127,8.1,0.302,22,-3.3,0.3,84,-0.2,0.1,0.4,108,77,136,67,10.70%,33.80%,33.10%,33.10%,29.00%,51.00%,20.00%,13608
2016,Billy Hamilton,Reds,CF,119,411,460,107,82,19,3,3,69,17,36,0,93,1,1,11,5,58,8,0.26,7.80%,20.20%,0.39,0.321,0.343,0.664,0.083,8.3,0.329,45,-9.2,0.294,78,8.1,4.4,0.6,91,103,107,89,3.30%,34.90%,37.00%,28.20%,21.80%,59.10%,19.10%,10199
2016,Travis Jankowski,Padres,CF,131,335,383,82,65,13,2,2,53,12,42,0,100,2,0,3,5,30,12,0.245,11.00%,26.10%,0.42,0.332,0.313,0.646,0.069,6.9,0.343,37,-8.1,0.293,81,0.8,1.9,0.7,127,123,131,46,5.90%,23.50%,37.40%,39.10%,23.50%,52.50%,24.00%,13768
2018,Gorkys Hernandez,Giants,CF,142,414,451,97,64,16,2,15,52,40,27,1,113,4,4,2,14,8,5,0.234,6.00%,25.10%,0.24,0.285,0.391,0.676,0.157,4.7,0.283,44,-8.5,0.292,85,-0.7,0.6,-2.3,67,74,112,102,14.20%,38.10%,34.50%,27.40%,20.90%,40.40%,38.80%,4146
2016,Michael Bourn,Diamondbacks,CF,89,329,358,86,65,12,6,3,43,30,22,0,83,0,1,6,3,13,5,0.261,6.10%,23.20%,0.27,0.307,0.362,0.669,0.1,7.2,0.34,34,-7.8,0.292,73,0.4,0.1,1.6,71,112,115,73,5.10%,34.80%,37.60%,27.70%,17.40%,55.70%,26.90%,6387
2018,Manuel Margot,Padres,CF,141,477,519,117,75,26,8,8,50,51,32,4,88,2,7,1,9,11,10,0.245,6.20%,17.00%,0.36,0.292,0.384,0.675,0.138,5.6,0.281,49,-11.3,0.288,81,-2.1,0.9,-0.2,69,91,99,106,5.50%,39.60%,35.50%,24.90%,20.20%,40.60%,39.30%,14712
2017,Gorkys Hernandez,Giants,CF,128,310,348,79,58,20,1,0,40,22,31,3,73,3,2,2,6,12,4,0.255,8.90%,21.00%,0.42,0.327,0.326,0.652,0.071,5.3,0.331,33,-9.8,0.288,77,0.5,3,0.1,99,105,107,88,0.00%,38.60%,34.40%,27.00%,22.40%,52.30%,25.30%,4146
2017,Juan Lagares,Mets,CF,94,252,272,63,42,16,2,3,37,15,14,0,56,3,1,2,6,7,3,0.25,5.10%,20.60%,0.25,0.296,0.365,0.661,0.115,6.2,0.309,25,-7.8,0.287,78,0,2.7,0,57,99,115,82,5.50%,43.70%,32.20%,24.10%,21.10%,49.30%,29.70%,5384
2017,Ichiro Suzuki,Marlins,CF,136,196,215,50,41,6,0,3,19,20,17,1,35,1,0,1,2,1,1,0.255,7.90%,16.30%,0.49,0.318,0.332,0.649,0.077,1.9,0.297,20,-6.2,0.287,77,-0.4,-0.3,0.8,88,91,129,69,7.70%,32.70%,34.60%,32.70%,27.20%,54.30%,18.50%,1101
2016,Tyler Holt,Reds,CF,106,179,208,42,34,5,3,0,21,13,23,0,48,2,1,3,6,4,3,0.235,11.10%,23.10%,0.48,0.327,0.296,0.623,0.061,5.8,0.318,19,-5.9,0.283,71,-0.6,1.8,-0.6,128,108,116,74,0.00%,28.90%,36.30%,34.80%,13.30%,65.20%,21.50%,11391
2016,Michael A. Taylor,Nationals,CF,76,221,237,51,33,11,0,7,28,16,14,0,77,1,1,0,2,14,3,0.231,5.90%,32.50%,0.18,0.278,0.376,0.654,0.145,5.6,0.319,21,-6.8,0.283,71,1.5,0.4,0.4,68,126,98,87,16.70%,50.30%,33.10%,16.60%,18.60%,49.70%,31.70%,11489
2018,Michael A. Taylor,Nationals,CF,134,353,385,80,49,22,3,6,46,28,29,2,116,1,0,2,9,24,6,0.227,7.50%,30.10%,0.25,0.287,0.357,0.644,0.13,7.3,0.32,34,-10.8,0.28,71,2.2,3.7,-0.5,84,84,118,88,8.60%,39.30%,36.40%,24.30%,20.10%,47.70%,32.20%,11489
2017,Billy Hamilton,Reds,CF,139,582,633,144,112,17,11,4,85,38,44,0,133,0,2,5,5,59,13,0.247,7.00%,21.00%,0.33,0.299,0.335,0.634,0.088,9,0.313,54,-22.9,0.278,65,5.9,3,0.5,77,115,104,87,3.00%,36.80%,37.30%,25.90%,25.00%,59.00%,16.00%,10199
2018,Billy Hamilton,Reds,CF,153,504,556,119,90,16,9,4,74,29,46,0,132,1,4,1,1,34,10,0.236,8.30%,23.70%,0.35,0.299,0.327,0.626,0.091,8.3,0.309,48,-17,0.277,69,2.4,4.4,1.6,92,123,88,101,3.10%,34.80%,33.40%,31.80%,26.80%,54.10%,19.10%,10199
2016,Alejandro De Aza,Mets,CF,130,234,267,48,33,9,0,6,31,25,26,1,67,5,1,1,5,4,3,0.205,9.70%,25.10%,0.39,0.297,0.321,0.618,0.115,3.5,0.259,22,-9.3,0.276,73,-0.6,-0.6,0,113,132,76,111,9.70%,39.60%,39.10%,21.30%,12.40%,43.80%,43.80%,3371
2018,Austin Jackson,Mets,CF,116,347,375,85,64,17,1,3,29,32,26,2,133,1,1,0,8,3,3,0.245,6.90%,35.50%,0.2,0.299,0.326,0.624,0.081,2.9,0.387,32,-12.3,0.275,74,-0.8,0.3,0.1,77,105,107,88,4.50%,34.90%,42.80%,22.30%,11.20%,58.10%,30.70%,9848
2018,Gregor Blanco,Giants,CF,68,189,203,41,29,7,3,2,19,12,12,0,58,0,1,1,2,6,2,0.217,5.90%,28.60%,0.21,0.262,0.317,0.58,0.101,6.9,0.3,14,-10.1,0.254,59,0.3,0.7,0.3,66,125,98,87,5.10%,30.80%,33.10%,36.10%,18.80%,51.90%,29.30%,3123
2016,Ramon Flores,Brewers,CF,104,249,289,51,41,8,0,2,18,19,31,3,58,2,4,3,11,3,0,0.205,10.70%,20.10%,0.53,0.294,0.261,0.555,0.056,2.8,0.254,18,-16.2,0.25,49,0.4,0.1,-1.7,124,80,122,83,3.60%,38.40%,32.30%,29.30%,19.70%,54.00%,26.30%,11165
2018,Lewis Brinson,Marlins,CF,109,382,406,76,50,10,5,11,31,42,17,2,120,4,2,0,6,2,1,0.199,4.20%,29.60%,0.14,0.24,0.338,0.577,0.139,4.5,0.257,25,-22.1,0.248,56,-0.2,0.5,0.8,47,77,120,90,13.40%,44.70%,36.70%,18.60%,18.90%,42.40%,38.60%,14352
2016,Ben Revere,Nationals,CF,103,350,375,76,58,9,7,2,44,24,18,0,34,3,2,2,12,14,5,0.217,4.80%,9.10%,0.53,0.26,0.3,0.56,0.083,7.7,0.234,22,-22.3,0.246,46,0.6,2.4,-2.3,56,85,124,78,2.40%,37.50%,36.30%,26.30%,25.30%,54.40%,20.30%,4712
