Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2017,Jose Martinez,Cardinals,LF,106,272,307,84,56,13,1,14,47,46,32,2,60,0,2,1,9,4,0,0.309,10.40%,19.50%,0.53,0.379,0.518,0.897,0.21,4.6,0.35,52,15,0.379,136,0.6,0.2,-0.6,116,130,95,89,20.90%,34.90%,35.80%,29.30%,17.70%,45.10%,37.20%,7996
2017,Justin Upton,Angels,LF,152,557,635,152,73,44,0,35,100,109,74,3,180,3,1,0,9,14,5,0.273,11.70%,28.30%,0.41,0.361,0.54,0.901,0.268,4,0.341,108,30.6,0.378,137,0.3,2.4,1.4,138,96,85,120,21.20%,38.60%,35.70%,25.70%,19.80%,39.20%,41.00%,5222
2016,Ryan Braun,Brewers,LF,135,511,564,156,100,23,3,30,80,91,46,10,98,4,3,0,20,16,5,0.305,8.20%,17.40%,0.47,0.365,0.538,0.903,0.233,5,0.326,94,27.8,0.378,134,0.8,0.4,-1.8,94,91,125,73,28.80%,35.60%,37.00%,27.40%,17.80%,47.80%,34.40%,3410
2016,Matt Joyce,Pirates,LF,140,231,293,56,32,10,1,13,45,42,59,4,67,3,0,0,9,1,1,0.242,20.10%,22.90%,0.88,0.403,0.463,0.866,0.221,3.1,0.285,48,13.8,0.375,136,-0.4,0.3,-0.9,233,87,103,104,22.40%,47.00%,31.70%,21.30%,17.10%,47.00%,36.00%,3353
2017,Austin Jackson,Indians,LF,85,280,318,89,60,19,3,7,46,35,33,0,64,1,4,0,13,3,1,0.318,10.40%,20.10%,0.52,0.387,0.482,0.869,0.164,5,0.385,52,13.6,0.371,129,-0.1,2.4,-1.9,123,104,111,85,10.30%,36.80%,35.90%,27.30%,11.40%,56.80%,31.80%,9848
2017,Yoenis Cespedes,Mets,LF,81,291,321,85,49,17,2,17,46,42,26,5,61,2,2,0,7,0,1,0.292,8.10%,19.00%,0.43,0.352,0.54,0.892,0.247,3,0.316,52,13.1,0.369,132,-0.6,-0.5,0.3,90,78,78,141,14.80%,41.40%,33.60%,25.00%,20.70%,37.10%,42.20%,13110
2016,Yoenis Cespedes,Mets,LF,132,479,543,134,77,25,1,31,72,86,51,8,108,7,6,0,14,3,1,0.28,9.40%,19.90%,0.47,0.354,0.53,0.884,0.251,2.9,0.298,87,22.8,0.369,136,-0.1,0.4,-0.8,109,101,83,121,19.90%,39.30%,36.90%,23.90%,15.40%,45.40%,39.30%,13110
2018,David Peralta,Diamondbacks,LF,146,560,614,164,104,25,5,30,75,87,48,4,124,4,2,0,14,4,0,0.293,7.80%,20.20%,0.39,0.352,0.516,0.868,0.223,4.2,0.328,99,26.9,0.368,131,0.4,0.9,-1,87,92,117,84,23.40%,39.00%,34.70%,26.30%,16.40%,34.90%,48.60%,2136
2016,Christian Yelich,Marlins,LF,155,578,659,172,110,38,3,21,78,98,72,4,138,4,5,0,20,9,4,0.298,10.90%,20.90%,0.52,0.376,0.483,0.859,0.185,3.9,0.356,104,26.8,0.367,134,-0.2,3.1,-0.6,126,110,127,59,23.60%,36.00%,35.10%,29.00%,17.50%,44.50%,38.00%,11477
2016,David Dahl,Rockies,LF,63,222,237,70,47,12,4,7,42,24,15,0,59,0,0,0,3,5,0,0.315,6.30%,24.90%,0.25,0.359,0.5,0.859,0.185,7.7,0.404,37,9.5,0.367,113,0.9,1.1,0.8,73,101,102,97,13.00%,34.40%,35.00%,30.70%,15.30%,52.20%,32.50%,13744
2018,Jesse Winker,Reds,LF,89,281,334,84,61,16,0,7,38,43,49,4,46,2,1,1,6,0,0,0.299,14.70%,13.80%,1.07,0.405,0.431,0.836,0.132,1.1,0.336,53,13.9,0.366,128,-0.3,-2,0.1,163,110,97,97,8.90%,37.10%,37.10%,25.70%,11.80%,44.30%,43.90%,13590
2016,Chris Young,Red Sox,LF,76,203,227,56,29,18,0,9,29,24,21,0,50,3,0,0,4,4,2,0.276,9.30%,22.00%,0.42,0.352,0.498,0.85,0.222,3.4,0.326,35,8.6,0.364,125,-0.1,0.4,0.5,115,122,58,140,11.80%,50.30%,27.50%,22.20%,23.50%,39.20%,37.30%,3882
2018,Rhys Hoskins,Phillies,LF,153,558,660,137,65,38,0,34,89,96,87,2,150,9,5,0,7,5,3,0.246,13.20%,22.70%,0.58,0.354,0.496,0.85,0.251,2.6,0.272,103,26.2,0.363,128,-0.6,0.8,1.9,147,88,67,148,16.00%,50.00%,31.10%,18.90%,19.90%,45.60%,34.50%,16472
2016,Robbie Grossman,Twins,LF,99,332,389,93,62,19,1,11,49,37,55,0,96,2,0,0,3,2,3,0.28,14.10%,24.70%,0.57,0.386,0.443,0.828,0.163,2.7,0.364,60,14.4,0.363,127,-1.1,1.3,1.1,176,124,86,104,12.80%,41.50%,32.20%,26.30%,17.40%,51.30%,31.40%,5254
2017,Aaron Hicks,Yankees,LF,88,301,361,80,47,18,0,15,54,52,51,0,67,3,5,1,8,10,5,0.266,14.10%,18.60%,0.76,0.372,0.475,0.847,0.209,3.9,0.29,57,12.8,0.363,128,-0.4,3.3,-0.3,168,77,102,111,15.80%,42.90%,35.00%,22.10%,19.60%,49.60%,30.80%,5297
2017,Adam Lind,Nationals,LF,116,267,301,81,53,14,0,14,39,59,28,5,47,0,6,0,6,1,0,0.303,9.30%,15.60%,0.6,0.362,0.513,0.875,0.21,2.2,0.316,47,10.6,0.363,120,0,-0.9,-0.4,103,86,104,103,17.10%,35.40%,39.40%,25.20%,13.70%,46.90%,39.40%,8027
2016,Willson Contreras,Cubs,LF,76,252,283,71,44,14,1,12,33,35,26,0,67,4,1,0,7,2,2,0.282,9.20%,23.70%,0.39,0.357,0.488,0.845,0.206,2.9,0.339,44,10.4,0.363,126,-0.6,0,-0.7,106,85,122,81,23.50%,42.50%,34.40%,23.10%,17.70%,50.00%,32.30%,11609
2017,Howie Kendrick,Nationals,LF,91,305,334,96,68,16,3,9,40,41,22,0,68,5,2,0,8,12,5,0.315,6.60%,20.40%,0.32,0.368,0.475,0.844,0.161,5.7,0.378,52,11.4,0.361,120,0,-0.4,-0.6,73,107,131,57,18.80%,31.40%,38.90%,29.70%,17.20%,51.50%,31.40%,4229
2017,Chris Taylor,Dodgers,LF,140,514,568,148,88,34,5,21,85,72,50,0,142,3,1,0,2,17,4,0.288,8.80%,25.00%,0.35,0.354,0.496,0.85,0.208,6.4,0.361,89,19.3,0.361,126,1.4,3,2.3,98,110,94,102,15.80%,38.30%,33.50%,28.20%,15.80%,51.70%,32.40%,13757
2017,Khris Davis,Athletics,LF,153,566,652,140,68,28,1,43,91,110,73,1,195,6,7,0,20,4,0,0.247,11.20%,29.90%,0.37,0.336,0.528,0.864,0.281,3.4,0.29,102,22.1,0.361,130,0.4,0.3,-2,133,95,89,116,26.90%,34.40%,42.30%,23.30%,13.50%,44.40%,42.10%,9112
2017,Aaron Altherr,Phillies,LF,107,372,412,101,53,24,5,19,58,65,32,2,104,7,1,0,12,5,4,0.272,7.80%,25.20%,0.31,0.34,0.516,0.856,0.245,5.5,0.328,64,13.3,0.359,120,-0.9,-0.1,-0.9,86,94,97,107,18.80%,37.60%,32.30%,30.10%,20.10%,43.50%,36.40%,11270
2018,Michael Brantley,Indians,LF,143,570,631,176,121,36,2,17,89,76,48,0,60,5,6,1,15,12,3,0.309,7.60%,9.50%,0.8,0.364,0.468,0.832,0.16,4.8,0.319,96,22.7,0.359,124,0.8,1.4,-0.8,92,116,106,83,10.90%,40.40%,36.80%,22.80%,12.20%,50.70%,37.10%,4106
2018,Tommy Pham,Cardinals,LF,137,494,570,136,91,18,6,21,102,63,67,2,140,6,3,0,18,15,7,0.275,11.80%,24.60%,0.48,0.367,0.464,0.83,0.188,6.6,0.342,87,20.5,0.359,130,-0.2,4.1,-1.7,135,110,112,79,21.00%,37.80%,39.80%,22.40%,12.60%,38.90%,48.50%,2967
2018,David Dahl,Rockies,LF,77,249,271,68,38,11,3,16,31,48,19,4,68,1,2,0,4,5,3,0.273,7.00%,25.10%,0.28,0.325,0.534,0.859,0.261,4.9,0.311,41,9.4,0.357,110,-0.4,-0.1,0.6,78,105,91,108,23.20%,45.40%,33.30%,21.30%,15.90%,46.50%,37.70%,13744
2018,Andrew Benintendi,Red Sox,LF,148,579,661,168,105,41,6,16,103,87,71,1,106,2,7,2,9,21,3,0.29,10.70%,16.00%,0.67,0.366,0.465,0.83,0.174,6.7,0.328,100,23,0.357,122,2.5,0.3,1.5,129,112,96,97,9.40%,38.40%,33.40%,28.20%,13.70%,58.30%,28.00%,17901
2017,Josh Reddick,Astros,LF,134,477,540,150,99,34,4,13,77,82,43,1,72,0,12,1,9,7,3,0.314,8.00%,13.30%,0.6,0.363,0.484,0.847,0.17,4.8,0.339,82,16.6,0.357,127,-0.2,2.7,0.8,95,119,78,116,7.40%,35.90%,36.10%,28.00%,17.20%,51.70%,31.10%,3892
2017,Daniel Nava,Phillies,LF,80,183,214,55,42,8,1,4,21,21,26,0,38,3,2,0,2,1,0,0.301,12.10%,17.80%,0.68,0.393,0.421,0.813,0.12,3.1,0.357,33,6.5,0.357,118,0,-1.3,1,135,136,98,81,9.50%,44.20%,28.60%,27.20%,12.90%,53.10%,34.00%,5450
2017,Jose Pirela,Padres,LF,83,312,344,90,51,25,4,10,43,40,27,0,71,2,2,1,8,4,3,0.288,7.80%,20.60%,0.38,0.347,0.49,0.837,0.202,5,0.343,52,9.8,0.355,120,-0.7,0.7,0.2,87,103,107,90,13.20%,44.30%,30.30%,25.40%,19.30%,46.70%,34.00%,5485
2016,Jose Ramirez,Indians,LF,152,565,618,176,116,46,3,11,84,76,44,1,62,4,4,1,10,22,7,0.312,7.10%,10.00%,0.71,0.363,0.462,0.825,0.15,5.5,0.333,91,18.7,0.355,119,1.2,6.7,0.7,89,112,93,102,6.00%,39.00%,32.70%,28.40%,14.40%,58.90%,26.80%,13510
2018,Ben Zobrist,Cubs,LF,139,455,520,139,99,28,3,9,67,58,55,1,60,2,7,1,8,3,4,0.305,10.60%,11.50%,0.92,0.378,0.44,0.817,0.134,3.2,0.331,78,16.9,0.355,123,-1.4,1.9,0,118,99,111,87,7.40%,47.20%,31.50%,21.30%,11.90%,52.60%,35.50%,7435
2018,Joc Pederson,Dodgers,LF,148,395,443,98,43,27,3,25,65,56,40,3,85,4,3,1,6,1,5,0.248,9.00%,19.20%,0.47,0.321,0.522,0.843,0.273,4,0.253,66,14.2,0.354,126,-2,2.8,0.6,101,78,91,125,18.40%,42.70%,34.40%,22.90%,15.60%,42.40%,42.00%,11899
2016,Hyun Soo Kim,Orioles,LF,95,305,346,92,69,16,1,6,36,22,36,0,51,4,1,0,5,1,3,0.302,10.40%,14.70%,0.71,0.382,0.42,0.801,0.118,2.4,0.345,51,9.8,0.352,121,-1.3,1.3,0,130,101,119,76,8.80%,37.30%,33.70%,29.00%,20.00%,49.80%,30.20%,18718
2016,Brandon Guyer,Rays,LF,101,293,345,78,51,17,1,9,39,32,19,1,55,31,1,1,6,3,2,0.266,5.50%,15.90%,0.35,0.372,0.423,0.795,0.157,3.8,0.3,50,9.3,0.351,121,-0.4,-1.9,-0.4,69,105,92,107,10.00%,41.70%,32.10%,26.30%,20.80%,50.80%,28.30%,2636
2016,Starling Marte,Pirates,LF,129,489,529,152,104,34,5,9,71,46,23,5,104,16,0,1,8,47,12,0.311,4.30%,19.70%,0.22,0.362,0.456,0.818,0.145,7.7,0.38,77,14.3,0.351,120,4.2,1.7,0.9,50,110,108,83,8.40%,37.60%,37.30%,25.10%,21.00%,44.30%,34.70%,9241
2017,Eddie Rosario,Twins,LF,151,542,589,157,95,33,2,27,79,78,35,1,106,0,8,4,10,9,8,0.29,5.90%,18.00%,0.33,0.328,0.507,0.836,0.218,3.9,0.312,86,14.2,0.349,117,-1.9,1,0.4,71,99,98,103,16.40%,39.30%,36.80%,23.90%,16.70%,51.60%,31.70%,12155
2017,Trey Mancini,Orioles,LF,147,543,586,159,105,26,4,24,65,78,33,1,139,6,4,0,12,1,0,0.293,5.60%,23.70%,0.24,0.338,0.488,0.826,0.195,3.2,0.352,85,14,0.349,116,-0.2,-0.2,0.1,67,95,118,81,19.80%,37.50%,35.30%,27.20%,19.60%,46.30%,34.10%,15149
2016,Khris Davis,Athletics,LF,150,555,610,137,69,24,2,42,85,102,42,0,166,8,5,0,19,1,2,0.247,6.90%,27.20%,0.25,0.307,0.524,0.831,0.277,2.7,0.27,87,15.6,0.349,122,-0.9,-0.6,-1.6,86,83,97,113,26.60%,38.60%,36.00%,25.40%,14.70%,46.20%,39.10%,9112
2018,Justin Upton,Angels,LF,145,533,613,137,88,18,1,30,80,85,64,1,176,10,6,0,12,8,2,0.257,10.40%,28.70%,0.36,0.344,0.463,0.808,0.206,3.8,0.321,88,16.7,0.348,123,0.4,-0.3,-0.2,126,103,100,98,23.10%,46.60%,32.50%,20.90%,16.80%,39.40%,43.80%,5222
2018,Matt Kemp,Dodgers,LF,146,462,506,134,88,25,0,21,62,85,36,2,115,1,7,0,14,0,0,0.29,7.10%,22.70%,0.31,0.338,0.481,0.818,0.19,1.2,0.339,73,13.7,0.348,122,-0.3,-2.7,-1.2,79,123,81,109,15.60%,42.10%,35.90%,22.00%,13.80%,42.70%,43.50%,5631
2017,Brandon Nimmo,Mets,LF,69,177,215,46,29,11,1,5,26,21,33,1,60,2,2,1,3,2,0,0.26,15.30%,27.90%,0.55,0.379,0.418,0.797,0.158,4.5,0.36,31,4.9,0.348,118,0.2,-0.3,0.6,171,119,97,93,12.80%,32.50%,36.70%,30.80%,15.00%,50.00%,35.00%,12927
2016,Michael Saunders,Blue Jays,LF,140,490,558,124,65,32,3,24,70,57,59,2,157,5,3,1,14,1,2,0.253,10.60%,28.10%,0.38,0.338,0.478,0.815,0.224,3,0.321,79,13.5,0.348,119,-0.9,1.4,-1.4,132,110,93,104,19.50%,41.30%,33.20%,25.50%,16.00%,46.60%,37.40%,9981
2017,Ryan Braun,Brewers,LF,104,380,425,102,55,28,2,17,58,52,38,2,76,3,4,0,15,12,4,0.268,8.90%,17.90%,0.5,0.336,0.487,0.823,0.218,5.3,0.292,61,9.2,0.347,111,0.5,0.5,-1.3,99,92,111,91,17.30%,38.60%,35.10%,26.30%,19.20%,41.90%,39.00%,3410
2016,Yasmany Tomas,Diamondbacks,LF,140,530,563,144,82,30,1,31,72,83,31,4,136,1,1,0,18,2,4,0.272,5.50%,24.20%,0.23,0.313,0.508,0.82,0.236,2.5,0.31,79,12.4,0.345,109,-1.5,-1.9,-2.2,64,99,107,92,25.00%,41.00%,29.40%,29.60%,14.90%,44.10%,41.00%,17171
2018,Joey Gallo,Rangers,LF,148,500,577,103,38,24,1,40,82,92,74,4,207,3,0,0,3,3,4,0.206,12.80%,35.90%,0.36,0.312,0.498,0.81,0.292,3.1,0.249,81,13.4,0.343,108,-1.3,1.6,2.5,154,97,70,137,27.60%,45.10%,31.40%,23.60%,12.60%,38.90%,48.50%,14128
2018,Kyle Schwarber,Cubs,LF,137,428,510,102,59,14,3,26,64,61,78,20,140,1,2,1,6,4,3,0.238,15.30%,27.50%,0.56,0.356,0.467,0.823,0.229,3.8,0.288,71,11.7,0.343,115,-0.7,0.4,1.4,170,88,101,106,24.50%,43.60%,33.30%,23.00%,16.80%,43.00%,40.20%,16478
2016,Melky Cabrera,White Sox,LF,151,591,646,175,114,42,5,14,70,86,47,2,69,0,5,3,17,2,0,0.296,7.30%,10.70%,0.68,0.345,0.455,0.8,0.159,3.4,0.314,89,12.9,0.342,116,0,-2.4,-1.2,91,107,98,98,7.60%,38.70%,32.80%,28.50%,18.50%,52.80%,28.70%,4022
2018,Michael Conforto,Mets,LF,153,543,638,132,78,25,1,28,78,82,84,8,159,7,4,0,10,3,4,0.243,13.20%,24.90%,0.53,0.35,0.448,0.797,0.204,2.4,0.289,89,14.4,0.342,120,-1.4,0.9,0.6,147,90,101,105,19.70%,43.00%,31.70%,25.30%,17.80%,46.40%,35.80%,16376
2017,David Peralta,Diamondbacks,LF,140,525,577,154,106,31,3,14,82,57,43,1,94,6,3,0,7,8,4,0.293,7.50%,16.30%,0.46,0.352,0.444,0.796,0.15,4.6,0.333,81,10.2,0.342,104,-0.5,0.8,0.9,83,90,124,75,12.20%,31.30%,38.70%,30.00%,21.20%,47.00%,31.80%,2136
2017,Michael Brantley,Indians,LF,90,338,375,101,71,20,1,9,47,52,31,3,50,2,4,0,8,11,1,0.299,8.30%,13.30%,0.62,0.357,0.444,0.801,0.145,5,0.325,52,6.6,0.342,109,1.5,2.3,0.3,98,110,114,78,10.80%,39.70%,34.90%,25.30%,14.00%,52.10%,33.90%,4106
2018,Curtis Granderson,Blue Jays,LF,123,343,403,83,46,22,2,13,60,38,54,1,106,4,1,1,3,2,1,0.242,13.40%,26.30%,0.51,0.351,0.431,0.782,0.19,4.2,0.311,56,8.8,0.341,116,-0.3,-3.3,1,159,145,75,102,14.80%,52.70%,28.90%,18.40%,15.50%,47.30%,37.20%,4747
2017,Corey Dickerson,Rays,LF,150,588,629,166,102,33,4,27,84,62,35,6,152,3,2,0,11,4,3,0.282,5.60%,24.20%,0.23,0.325,0.49,0.815,0.207,4,0.338,87,10.6,0.341,116,-0.8,0.4,0.3,66,110,97,98,17.20%,34.30%,36.80%,29.00%,18.70%,47.70%,33.60%,10762
2018,Corey Dickerson,Pirates,LF,135,504,533,151,96,35,7,13,65,55,21,4,80,4,4,0,14,8,3,0.3,3.90%,15.00%,0.26,0.33,0.474,0.804,0.175,5.6,0.333,74,11.2,0.341,115,0.1,-1.4,-1.8,44,125,87,101,8.70%,31.10%,36.20%,32.70%,17.80%,48.10%,34.10%,10762
2018,Eddie Rosario,Twins,LF,138,559,592,161,104,31,2,24,87,77,30,5,104,0,2,1,4,8,2,0.288,5.10%,17.60%,0.29,0.323,0.479,0.803,0.191,4.7,0.316,81,12.2,0.34,114,0.5,4.5,2.7,61,95,84,121,12.00%,43.50%,33.20%,23.40%,17.50%,46.10%,36.50%,12155
2018,Hunter Renfroe,Padres,LF,117,403,441,100,50,23,1,26,53,68,30,2,109,3,5,0,9,2,1,0.248,6.80%,24.70%,0.28,0.302,0.504,0.805,0.256,2.8,0.271,60,8.5,0.338,114,-0.2,-0.4,-0.5,76,90,87,123,20.30%,48.80%,33.10%,18.10%,18.10%,34.80%,47.20%,15464
2017,Brian Goodwin,Nationals,LF,74,251,278,63,28,21,1,13,41,30,23,2,69,1,3,0,3,6,0,0.251,8.30%,24.80%,0.33,0.313,0.498,0.811,0.247,6,0.291,38,3.8,0.337,103,1.1,-1.7,0.4,92,93,86,122,16.50%,45.40%,29.20%,25.40%,16.20%,49.70%,34.10%,12858
2017,Gerardo Parra,Rockies,LF,115,392,425,121,86,24,1,10,56,71,20,0,67,4,9,0,13,2,5,0.309,4.70%,15.80%,0.3,0.341,0.452,0.793,0.143,3,0.343,57,5.6,0.337,91,-2,-1.2,-1.1,52,112,106,86,10.10%,33.20%,37.10%,29.60%,14.40%,50.90%,34.70%,8553
2017,Brett Gardner,Yankees,LF,151,594,682,157,106,26,4,21,96,63,72,2,122,8,3,5,4,23,5,0.264,10.60%,17.90%,0.59,0.35,0.428,0.778,0.163,6,0.3,92,8.9,0.336,110,2,2.4,1.6,125,110,103,91,13.50%,37.30%,35.40%,27.30%,20.00%,51.30%,28.80%,9927
2016,Alex Dickerson,Padres,LF,84,253,285,65,37,16,2,10,39,37,26,2,44,4,2,0,5,5,1,0.257,9.10%,15.40%,0.59,0.333,0.455,0.788,0.198,5.4,0.274,38,4.2,0.336,111,0.4,-0.8,0.4,106,106,83,119,11.80%,43.10%,29.90%,27.00%,23.70%,42.20%,34.10%,12649
2016,Jefry Marte,Angels,LF,88,258,284,65,36,14,0,15,38,44,18,0,59,5,3,0,8,2,2,0.252,6.30%,20.80%,0.31,0.31,0.481,0.79,0.229,2.8,0.267,38,4.1,0.335,113,-0.6,0.5,-1.2,79,73,105,110,19.00%,50.50%,29.70%,19.80%,21.30%,42.60%,36.10%,5107
2016,Matt Holliday,Cardinals,LF,110,382,426,94,53,20,1,20,48,62,35,1,71,8,1,0,9,0,0,0.246,8.20%,16.70%,0.49,0.322,0.461,0.782,0.215,1.6,0.253,56,6.1,0.335,109,-0.2,-1.5,-0.2,95,66,112,105,17.90%,37.80%,34.00%,28.20%,17.60%,43.90%,38.50%,1873
2016,Brandon Drury,Diamondbacks,LF,134,461,499,130,82,31,1,16,59,53,31,2,100,3,4,0,14,1,1,0.282,6.20%,20.00%,0.31,0.329,0.458,0.786,0.176,2.4,0.327,66,7,0.335,102,-0.5,1.4,-2.8,72,96,112,87,14.80%,45.80%,32.10%,22.20%,17.30%,49.90%,32.90%,11615
2016,Rickie Weeks Jr.,Diamondbacks,LF,108,180,205,43,24,9,1,9,29,27,20,0,54,4,1,0,8,5,0,0.239,9.80%,26.30%,0.37,0.327,0.45,0.777,0.211,6.2,0.288,27,2.8,0.335,102,0.9,1,-0.7,113,85,100,108,19.10%,40.20%,40.90%,18.90%,15.80%,44.10%,40.20%,1849
2018,Charlie Culberson,Braves,LF,113,296,322,80,48,18,2,12,47,45,21,5,85,4,1,0,5,4,2,0.27,6.50%,26.40%,0.25,0.326,0.466,0.792,0.196,5,0.34,43,5.3,0.335,108,-0.2,1,-0.2,73,93,120,80,20.70%,42.50%,31.60%,25.90%,21.70%,46.70%,31.60%,3298
2017,Ezequiel Carrera,Blue Jays,LF,131,287,325,81,62,10,1,8,38,20,30,0,75,3,0,5,4,10,1,0.282,9.20%,23.10%,0.4,0.356,0.408,0.764,0.125,5.1,0.358,43,3.7,0.334,108,1.3,1,0.5,110,112,112,80,13.60%,37.80%,39.60%,22.60%,24.40%,49.80%,25.80%,9048
2018,Mark Canha,Athletics,LF,122,365,411,91,52,22,0,17,60,52,34,3,88,10,2,0,11,1,2,0.249,8.30%,21.40%,0.39,0.328,0.449,0.778,0.2,2.5,0.282,55,6.5,0.334,114,-0.8,0.8,-0.5,100,103,90,110,15.20%,44.80%,34.10%,21.20%,18.60%,44.10%,37.30%,11445
2018,Chad Pinder,Athletics,LF,110,298,333,77,51,12,1,13,43,27,27,1,88,6,0,2,4,0,2,0.258,8.10%,26.40%,0.31,0.332,0.436,0.769,0.178,2.8,0.325,44,5.1,0.333,114,-1,0,0.9,98,91,103,102,16.90%,37.70%,36.80%,25.50%,13.20%,40.60%,46.20%,15191
2016,Matt Kemp,Padres,LF,156,623,672,167,93,39,0,35,89,108,36,6,156,1,12,0,17,1,0,0.268,5.40%,23.20%,0.23,0.304,0.499,0.803,0.231,2.2,0.297,88,8.5,0.333,108,-0.1,-0.2,-0.4,62,96,89,116,18.40%,44.50%,33.00%,22.60%,15.20%,48.90%,35.90%,5631
2016,Jorge Soler,Cubs,LF,86,227,264,54,33,9,0,12,37,31,31,0,66,3,3,0,5,0,0,0.238,11.70%,25.00%,0.47,0.333,0.436,0.769,0.198,1.7,0.276,34,3.2,0.333,106,-0.2,1,0.3,136,81,89,127,16.90%,42.70%,35.40%,22.00%,18.90%,50.00%,31.10%,14221
2018,Robbie Grossman,Twins,LF,129,396,465,108,75,27,1,5,50,48,60,0,83,2,5,2,2,0,1,0.273,12.90%,17.80%,0.72,0.367,0.384,0.751,0.111,1.9,0.329,61,6.9,0.333,109,-0.7,-5.5,1.4,155,114,91,102,4.20%,36.60%,34.70%,28.80%,17.50%,50.90%,31.60%,5254
2016,Adam Duvall,Reds,LF,150,552,608,133,63,31,6,33,85,103,41,1,164,6,8,0,7,6,5,0.241,6.70%,27.00%,0.25,0.297,0.498,0.795,0.257,5.3,0.275,79,7.4,0.333,104,-1.1,0.6,1.4,78,92,76,137,17.80%,49.50%,31.10%,19.40%,16.40%,44.70%,38.90%,10950
