Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2018,Stephen Piscotty,Athletics,RF,151,546,605,146,78,41,0,27,78,88,42,0,114,12,5,0,21,2,0,0.267,6.90%,18.80%,0.37,0.331,0.491,0.821,0.223,2.6,0.29,88,17.8,0.351,126,0.1,0.8,-2.1,84,105,106,90,18.80%,39.40%,36.80%,23.80%,12.80%,44.60%,42.60%,13367
2017,Steven Souza Jr.,Rays,RF,148,523,617,125,72,21,2,30,78,78,84,2,179,7,1,2,9,16,4,0.239,13.60%,29.00%,0.47,0.351,0.459,0.81,0.22,4.8,0.302,89,14.2,0.348,121,1.1,1.3,1.2,162,104,103,94,25.60%,46.80%,32.40%,20.80%,16.50%,49.40%,34.10%,5667
2016,Josh Reddick,Athletics,RF,68,243,272,72,52,11,1,8,33,28,28,5,34,0,1,0,7,5,0,0.296,10.30%,12.50%,0.82,0.368,0.449,0.816,0.152,4.6,0.317,39,6.7,0.348,121,0.8,1.1,-0.8,128,108,97,100,10.80%,36.70%,39.10%,24.30%,16.70%,54.80%,28.60%,3892
2016,Adam Eaton,White Sox,RF,157,619,706,176,124,29,9,14,91,59,63,2,115,14,3,7,6,14,5,0.284,8.90%,16.30%,0.55,0.362,0.428,0.79,0.144,5.9,0.329,98,14.9,0.344,117,0.3,2.2,2,111,100,122,73,11.00%,30.70%,31.90%,37.40%,17.50%,51.00%,31.50%,11205
2017,Matt Joyce,Athletics,RF,141,469,544,114,56,33,0,25,78,68,66,0,113,2,7,0,10,4,1,0.243,12.10%,20.80%,0.58,0.335,0.473,0.808,0.23,3.2,0.263,76,10,0.343,117,0.1,1.1,0.5,144,95,87,118,16.10%,41.60%,37.50%,20.90%,16.30%,53.40%,30.30%,3353
2016,Danny Valencia,Athletics,RF,130,471,517,135,95,22,1,17,72,51,41,1,115,3,2,0,11,1,1,0.287,7.90%,22.20%,0.36,0.346,0.446,0.792,0.159,2.7,0.346,71,10.1,0.342,117,-0.5,-0.7,-0.4,99,113,102,90,14.90%,39.90%,34.40%,25.70%,18.40%,50.00%,31.60%,6364
2016,Kole Calhoun,Angels,RF,157,594,672,161,103,35,5,18,91,75,67,0,118,6,5,0,10,2,3,0.271,10.00%,17.60%,0.57,0.348,0.438,0.786,0.167,3.7,0.309,91,12.3,0.34,117,-1.2,0.9,1.8,124,108,86,112,9.40%,41.80%,32.60%,25.60%,16.60%,48.00%,35.30%,11200
2018,Randal Grichuk,Blue Jays,RF,124,424,462,104,46,32,1,25,60,61,27,0,122,8,3,0,5,3,2,0.245,5.80%,26.40%,0.22,0.301,0.502,0.803,0.257,3.4,0.282,64,9.6,0.34,115,-0.4,-1.2,1.2,70,86,83,128,17.60%,49.80%,26.90%,23.30%,21.60%,42.00%,36.40%,10243
2018,George Springer,Astros,RF,140,544,620,144,96,26,0,22,102,71,64,0,122,5,3,0,12,6,4,0.265,10.30%,19.70%,0.52,0.346,0.434,0.78,0.169,3.6,0.303,85,12.7,0.34,118,-0.8,1.2,-1.3,124,75,117,95,15.00%,39.80%,36.90%,23.30%,17.70%,48.90%,33.40%,12856
2018,Mallex Smith,Rays,RF,141,480,544,142,103,27,10,2,65,40,47,0,98,8,2,7,11,40,12,0.296,8.60%,18.00%,0.48,0.367,0.406,0.773,0.11,7.7,0.366,75,11,0.339,118,2.7,4.1,-0.2,104,117,117,70,2.10%,28.90%,37.90%,33.30%,19.20%,53.70%,27.10%,13608
2017,Shin-Soo Choo,Rangers,RF,149,544,636,142,99,20,1,22,96,78,77,1,134,7,5,3,18,12,3,0.261,12.10%,21.10%,0.57,0.357,0.423,0.78,0.162,4.7,0.305,87,9.7,0.339,102,0.7,-0.9,-1.5,144,123,113,72,20.40%,42.80%,33.70%,23.40%,12.20%,51.70%,36.10%,3174
2017,Mookie Betts,Red Sox,RF,153,628,712,166,94,46,2,24,101,102,77,9,79,2,5,0,9,26,3,0.264,10.80%,11.10%,0.97,0.344,0.459,0.803,0.194,5.5,0.268,98,10.8,0.339,107,3.5,4.1,1.6,128,83,93,117,10.10%,44.40%,35.60%,20.00%,18.20%,46.00%,35.70%,13611
2018,Curtis Granderson,Blue Jays,RF,104,302,349,74,41,21,1,11,48,35,42,1,96,3,1,1,3,2,1,0.245,12.00%,27.50%,0.44,0.342,0.43,0.772,0.185,3.7,0.321,47,6.1,0.336,113,-0.2,-3,0.7,145,146,75,103,14.30%,50.00%,29.80%,20.20%,15.90%,45.70%,38.50%,4747
2016,Franklin Gutierrez,Mariners,RF,98,248,283,61,38,9,0,14,33,39,29,0,85,3,3,0,6,1,0,0.246,10.20%,30.00%,0.34,0.329,0.452,0.78,0.206,2.2,0.309,37,4.1,0.336,115,0,0.9,0,128,88,114,90,26.40%,46.40%,37.40%,16.30%,15.10%,38.00%,47.00%,3255
2016,Shin-Soo Choo,Rangers,RF,48,178,210,43,29,7,0,7,27,17,25,1,46,7,0,0,1,6,3,0.242,11.90%,21.90%,0.54,0.357,0.399,0.756,0.157,4,0.288,28,2.8,0.334,102,-0.2,0.3,0.7,148,109,107,87,17.50%,40.90%,34.10%,25.00%,9.90%,47.00%,43.20%,3174
2016,Miguel Sano,Twins,RF,116,437,495,103,55,22,1,25,57,66,54,1,178,1,3,0,8,1,0,0.236,10.90%,36.00%,0.3,0.319,0.462,0.781,0.227,2.5,0.329,65,6.4,0.334,107,0,-2.3,0.9,136,99,77,129,20.80%,36.30%,39.30%,24.40%,14.10%,45.80%,40.10%,12164
2017,Alex Presley,Tigers,RF,71,245,264,77,61,10,3,3,30,20,15,0,49,0,0,3,5,5,0,0.314,5.70%,18.60%,0.31,0.354,0.416,0.77,0.102,5.8,0.383,35,2.9,0.334,107,0.8,-2.2,0.1,67,153,105,64,6.50%,35.70%,37.70%,26.60%,18.60%,57.30%,24.10%,5305
2018,Robbie Grossman,Twins,RF,129,396,465,108,75,27,1,5,50,48,60,0,83,2,5,2,2,0,1,0.273,12.90%,17.80%,0.72,0.367,0.384,0.751,0.111,1.9,0.329,61,6.9,0.333,109,-0.7,-5.5,1.4,155,114,91,102,4.20%,36.60%,34.70%,28.80%,17.50%,50.90%,31.60%,5254
2017,Seth Smith,Orioles,RF,111,330,373,85,53,19,0,13,50,32,36,3,79,6,1,0,7,2,0,0.258,9.70%,21.20%,0.46,0.34,0.433,0.774,0.176,3.1,0.301,49,3.5,0.332,105,0.2,-2.8,-0.6,115,113,100,93,15.30%,42.10%,35.70%,22.20%,12.70%,51.20%,36.10%,7331
2016,Seth Smith,Mariners,RF,137,378,438,94,63,15,0,16,62,63,48,1,89,8,4,0,11,0,0,0.249,11.00%,20.30%,0.54,0.342,0.415,0.758,0.167,1.8,0.282,56,4.5,0.331,111,-0.3,-1.7,-0.6,137,106,109,86,18.00%,43.00%,39.60%,17.40%,15.00%,51.20%,33.80%,7331
2017,Robbie Grossman,Twins,RF,119,382,456,94,62,22,1,9,62,45,67,0,79,3,2,2,6,3,1,0.246,14.70%,17.30%,0.85,0.361,0.38,0.741,0.134,3.5,0.287,59,3.2,0.329,104,-0.2,-0.8,1.1,174,122,94,95,8.70%,38.80%,37.10%,24.10%,16.00%,53.10%,30.90%,5254
2018,Daniel Palka,White Sox,RF,124,417,449,100,55,15,3,27,56,67,30,3,153,2,0,0,7,2,1,0.24,6.70%,34.10%,0.2,0.294,0.484,0.778,0.245,3.9,0.308,58,5.2,0.329,110,-0.2,-0.7,0.1,80,77,108,104,27.00%,45.50%,33.70%,20.80%,20.50%,43.20%,36.40%,14897
2018,Teoscar Hernandez,Blue Jays,RF,134,476,523,114,56,29,7,22,67,57,41,0,163,3,3,0,14,5,5,0.239,7.80%,31.20%,0.25,0.302,0.468,0.771,0.229,5.5,0.313,67,5.7,0.328,107,-1.3,1.3,-1.3,94,94,86,120,15.90%,37.70%,36.10%,26.30%,15.80%,46.80%,37.30%,13066
2016,Lonnie Chisenhall,Indians,RF,126,385,418,110,72,25,5,8,43,57,23,2,70,3,4,3,4,6,0,0.286,5.50%,16.70%,0.33,0.328,0.439,0.767,0.153,5.7,0.328,52,3,0.327,100,1,0.8,1.2,69,117,79,116,6.10%,37.60%,31.10%,31.40%,21.40%,52.20%,26.40%,7571
2018,Melky Cabrera,Indians,RF,78,250,278,70,47,17,0,6,28,39,20,0,38,3,5,0,10,1,1,0.28,7.20%,13.70%,0.53,0.335,0.42,0.755,0.14,1.9,0.303,35,2.6,0.326,101,-0.4,-0.7,-1.4,87,135,107,71,10.70%,37.30%,39.20%,23.50%,11.10%,49.80%,39.20%,4022
2018,Nomar Mazara,Rangers,RF,128,489,536,126,80,25,1,20,61,77,40,2,116,4,3,0,13,1,0,0.258,7.50%,21.60%,0.34,0.317,0.436,0.753,0.178,2.5,0.298,67,3.9,0.324,95,-0.1,-0.3,-0.6,90,86,130,73,20.00%,38.00%,36.70%,25.30%,18.40%,44.20%,37.50%,14553
2017,Jorge Bonifacio,Royals,RF,113,384,422,98,65,15,1,17,55,40,35,0,118,2,1,0,8,1,1,0.255,8.30%,28.00%,0.3,0.32,0.432,0.752,0.177,2.9,0.324,52,0.8,0.323,98,-0.5,0.3,0.4,98,127,91,96,18.30%,35.60%,37.10%,27.30%,20.20%,47.60%,32.20%,12174
2018,Ben Gamel,Mariners,RF,101,257,293,70,51,14,4,1,37,19,31,1,61,4,1,0,4,7,3,0.272,10.60%,20.80%,0.51,0.358,0.37,0.728,0.097,6.3,0.352,36,1.9,0.323,107,0,0.9,0.1,127,117,111,77,1.80%,37.10%,33.00%,30.00%,13.70%,59.90%,26.40%,12160
2016,Lorenzo Cain,Royals,RF,103,397,434,114,85,19,1,9,56,56,31,3,84,2,4,0,15,14,5,0.287,7.10%,19.40%,0.37,0.339,0.408,0.747,0.121,4.8,0.341,52,1.4,0.322,99,0.5,2.6,-2,89,111,108,84,9.50%,34.40%,38.50%,27.10%,20.20%,49.80%,30.00%,9077
2017,Melky Cabrera,White Sox,RF,156,620,666,177,128,30,2,17,78,85,36,1,74,2,6,2,19,1,2,0.285,5.40%,11.10%,0.49,0.324,0.423,0.746,0.137,2.3,0.299,80,-0.9,0.319,98,-1.1,-1.3,-1.4,64,109,113,80,10.60%,38.80%,35.90%,25.30%,19.00%,52.20%,28.90%,4022
2016,Nomar Mazara,Rangers,RF,145,516,568,137,101,13,3,20,59,64,39,1,112,6,7,0,12,0,2,0.266,6.90%,19.70%,0.35,0.32,0.419,0.739,0.153,2.4,0.299,67,0.1,0.318,91,-1.1,-2.9,0.6,86,105,111,83,16.40%,37.20%,35.30%,27.50%,20.70%,50.60%,28.70%,14553
2017,Nomar Mazara,Rangers,RF,148,554,616,140,88,30,2,20,64,101,55,6,127,4,3,0,12,2,2,0.253,8.90%,20.60%,0.43,0.323,0.422,0.745,0.17,2.6,0.293,73,-1.8,0.317,87,-0.8,-1.9,0.5,106,95,107,94,13.60%,35.40%,38.80%,25.80%,20.90%,46.50%,32.60%,14553
2016,Paulo Orlando,Royals,RF,128,457,484,138,105,24,4,5,52,43,13,1,105,7,3,3,12,14,3,0.302,2.70%,21.70%,0.12,0.329,0.405,0.734,0.103,5.9,0.38,56,-0.5,0.317,96,1.3,0.2,-0.9,33,107,119,73,5.60%,34.10%,39.10%,26.80%,18.20%,52.80%,29.10%,8628
2018,Max Kepler,Twins,RF,156,532,611,119,65,30,4,20,80,58,71,2,96,5,3,0,8,4,5,0.224,11.60%,15.70%,0.74,0.319,0.408,0.727,0.184,3.9,0.236,72,0.9,0.316,98,-1.6,1.5,0.9,140,75,89,127,9.90%,43.10%,32.40%,24.60%,19.40%,43.50%,37.10%,12144
2017,Chad Pinder,Athletics,RF,87,282,309,67,36,15,1,15,36,42,18,0,92,5,3,0,7,2,1,0.238,5.80%,29.80%,0.2,0.292,0.457,0.75,0.22,3.5,0.292,36,-1.2,0.316,99,-0.2,-3,0,69,94,95,110,19.50%,34.20%,38.30%,27.50%,14.00%,52.90%,33.20%,15191
2017,Ben Gamel,Mariners,RF,134,509,550,140,97,27,5,11,68,59,36,1,122,1,3,1,8,4,1,0.275,6.50%,22.20%,0.3,0.322,0.413,0.735,0.138,4.9,0.34,64,-2.6,0.315,99,0,3.1,0.3,78,107,104,92,8.50%,34.30%,35.00%,30.70%,18.70%,51.90%,29.40%,12160
2017,Max Kepler,Twins,RF,147,511,568,124,71,32,2,19,67,69,47,2,114,6,3,1,5,6,1,0.243,8.30%,20.10%,0.41,0.312,0.425,0.737,0.182,4.2,0.276,66,-2.9,0.315,94,0.5,1,1.6,98,87,99,109,12.10%,43.90%,31.20%,24.90%,18.70%,48.40%,32.90%,12144
2017,Kole Calhoun,Angels,RF,155,569,654,139,95,23,2,19,77,71,71,4,134,8,6,0,10,5,1,0.244,10.90%,20.50%,0.53,0.333,0.392,0.725,0.148,3.7,0.284,76,-3.4,0.315,97,0.1,-1.4,0.8,129,104,101,96,12.30%,44.70%,32.40%,22.90%,17.00%,51.30%,31.80%,11200
2016,Max Kepler,Twins,RF,113,396,447,93,54,20,2,17,52,63,42,3,93,3,5,1,2,6,2,0.235,9.40%,20.80%,0.45,0.309,0.424,0.734,0.189,4.4,0.261,51,-1.8,0.313,93,0.2,1.6,2.4,117,80,107,103,15.20%,44.30%,35.60%,20.10%,20.40%,46.60%,33.00%,12144
2018,Josh Reddick,Astros,RF,134,433,487,105,73,13,2,17,63,47,49,3,77,0,2,1,9,7,2,0.242,10.10%,15.80%,0.64,0.318,0.4,0.718,0.157,4.7,0.258,56,-1.3,0.311,99,0.3,-0.7,0.3,121,88,88,121,10.90%,44.90%,32.90%,22.30%,19.20%,50.70%,30.10%,3892
2018,Danny Valencia,Orioles,RF,79,255,282,67,49,8,1,9,28,28,22,2,53,0,5,0,8,1,1,0.263,7.80%,18.80%,0.42,0.316,0.408,0.723,0.145,2.5,0.293,32,-1.1,0.31,93,-0.4,-2,-1.6,94,109,105,89,13.40%,45.90%,34.30%,19.80%,16.90%,50.20%,32.90%,6364
2018,Joey Rickard,Orioles,RF,79,213,230,52,33,10,1,8,27,23,15,0,55,2,0,0,3,4,2,0.244,6.50%,23.90%,0.27,0.3,0.413,0.713,0.169,4.6,0.293,26,-1,0.309,92,-0.1,1.6,0.4,79,103,83,118,11.90%,41.80%,34.20%,24.10%,22.80%,48.10%,29.10%,13277
2016,Steven Souza Jr.,Rays,RF,120,430,468,106,71,17,1,17,58,49,31,0,159,5,2,0,5,7,6,0.247,6.60%,34.00%,0.19,0.303,0.409,0.713,0.163,4.1,0.348,51,-3.8,0.308,94,-1.3,2.9,0.9,83,122,93,96,18.50%,45.60%,31.30%,23.20%,15.10%,52.60%,32.40%,5667
2017,Nori Aoki,Astros,RF,83,234,258,64,45,13,1,5,32,27,16,1,34,2,5,1,11,5,2,0.274,6.20%,13.20%,0.47,0.319,0.402,0.721,0.128,4.7,0.295,29,-2.9,0.308,93,0,0.1,-2,74,89,132,68,9.80%,27.70%,38.40%,34.00%,22.30%,56.80%,20.90%,13075
2016,Joey Rickard,Orioles,RF,85,257,282,69,51,13,0,5,32,19,18,0,54,2,2,3,3,4,1,0.268,6.40%,19.10%,0.33,0.319,0.377,0.696,0.109,3.7,0.32,30,-3.2,0.304,88,0.2,-0.1,0.6,80,103,95,104,6.80%,42.80%,31.70%,25.50%,20.20%,53.90%,26.00%,13277
2018,Avisail Garcia,White Sox,RF,93,356,385,84,52,11,2,19,47,49,20,2,102,4,5,0,9,3,1,0.236,5.20%,26.50%,0.2,0.281,0.438,0.719,0.202,4.4,0.271,42,-3.3,0.304,93,0,-0.6,-0.7,63,82,114,94,21.30%,47.90%,32.80%,19.30%,17.40%,44.40%,38.20%,5760
2016,Avisail Garcia,White Sox,RF,120,413,453,101,69,18,2,12,59,51,34,0,115,4,2,0,9,4,4,0.245,7.50%,25.40%,0.3,0.307,0.385,0.692,0.14,4.1,0.309,47,-6.1,0.302,88,-1.1,1.1,0.2,94,106,125,66,17.10%,36.70%,37.00%,26.30%,18.30%,47.30%,34.30%,5760
2016,Ezequiel Carrera,Blue Jays,RF,110,270,310,67,51,9,1,6,47,23,27,0,70,4,2,7,8,7,4,0.248,8.70%,22.60%,0.39,0.323,0.356,0.679,0.107,5.3,0.311,32,-4.4,0.301,86,-0.4,1.1,-0.3,109,81,131,72,12.50%,41.20%,33.00%,25.80%,22.00%,52.60%,25.40%,9048
2018,Brandon Guyer,Indians,RF,104,194,221,40,22,11,0,7,25,27,15,0,48,11,0,1,5,1,1,0.206,6.80%,21.70%,0.31,0.3,0.371,0.671,0.165,2.8,0.237,23,-3,0.298,82,-0.3,0,0,82,92,94,111,12.10%,51.00%,31.30%,17.70%,19.70%,42.90%,37.40%,2636
2018,Jorge Bonifacio,Royals,RF,69,236,270,53,31,16,2,4,31,23,29,1,71,2,2,1,3,0,1,0.225,10.70%,26.30%,0.41,0.312,0.36,0.672,0.136,3.5,0.301,27,-4.2,0.296,83,-0.6,0.4,0.6,129,111,80,117,5.60%,48.20%,33.30%,18.50%,15.50%,48.80%,35.70%,12174
2017,Jose Bautista,Blue Jays,RF,157,587,686,119,69,27,0,23,92,65,84,3,170,8,7,0,16,6,3,0.203,12.20%,24.80%,0.49,0.308,0.366,0.674,0.164,3.4,0.239,68,-15.2,0.295,81,-0.5,-3.3,-1.1,145,81,87,126,11.90%,45.10%,33.00%,21.90%,21.70%,46.90%,31.40%,1887
2016,Nolan Reimold,Orioles,RF,104,203,227,45,29,9,1,6,25,15,22,0,62,1,1,0,8,1,2,0.222,9.70%,27.30%,0.35,0.3,0.365,0.664,0.143,3.2,0.287,22,-4.9,0.292,80,-0.7,-1,-1.1,121,97,102,99,12.00%,40.10%,32.40%,27.50%,26.80%,47.90%,25.40%,3441
2018,Carlos Gomez,Rays,RF,118,360,408,75,49,15,2,9,42,32,25,0,103,21,0,2,6,12,3,0.208,6.10%,25.20%,0.24,0.298,0.336,0.634,0.128,6.1,0.266,38,-10,0.285,81,0.9,-1.9,0.4,74,99,78,126,7.90%,40.50%,32.80%,26.60%,21.60%,47.90%,30.50%,4881
2016,Jake Smolinski,Athletics,RF,99,290,319,69,54,6,2,7,28,27,19,0,44,7,2,1,11,1,2,0.238,6.00%,13.80%,0.43,0.299,0.345,0.644,0.107,3,0.257,29,-9,0.284,77,-0.8,-1.5,-1.3,74,109,97,99,8.00%,42.60%,33.70%,23.70%,20.10%,50.60%,29.30%,5408
2018,Kole Calhoun,Angels,RF,137,491,552,102,63,18,2,19,71,57,53,2,133,1,6,0,9,6,2,0.208,9.60%,24.10%,0.4,0.283,0.369,0.652,0.161,4.7,0.241,50,-14.2,0.283,79,0.1,-0.9,-0.1,116,101,103,97,14.80%,42.60%,35.20%,22.30%,12.60%,42.90%,44.50%,11200
2018,Johnny Field,Rays,RF,84,221,233,49,27,13,0,9,28,21,7,0,72,3,1,1,3,4,0,0.222,3.00%,30.90%,0.1,0.254,0.403,0.657,0.181,5,0.284,21,-6.4,0.281,77,0.7,-0.2,-0.1,36,90,93,114,14.80%,41.70%,31.80%,26.50%,21.20%,43.70%,35.10%,15048
2018,Rosell Herrera,Royals,RF,75,265,289,63,45,14,3,1,25,20,19,0,52,2,2,1,6,3,4,0.238,6.60%,18.00%,0.37,0.292,0.325,0.616,0.087,4.3,0.29,24,-10.1,0.272,67,-1.2,2.1,-0.2,79,103,133,60,2.10%,39.40%,34.70%,25.90%,19.00%,44.00%,37.00%,11611
2016,Aaron Hicks,Yankees,RF,123,327,361,71,49,13,1,8,32,31,30,1,68,0,3,1,7,3,4,0.217,8.30%,18.80%,0.44,0.281,0.336,0.617,0.119,2.9,0.248,28,-14.3,0.27,64,-1.2,0.9,-0.1,104,83,104,105,8.20%,45.60%,31.20%,23.20%,17.50%,53.60%,28.90%,5297
2017,Joey Rickard,Orioles,RF,111,261,277,63,44,15,0,4,29,19,9,0,63,4,1,2,6,8,1,0.241,3.20%,22.70%,0.14,0.276,0.345,0.621,0.103,5,0.303,22,-12,0.269,62,1,1.5,0,39,131,82,104,5.50%,50.80%,28.40%,20.90%,24.90%,50.30%,24.90%,13277
2016,Brett Eibner,Athletics,RF,70,187,208,36,19,10,1,6,21,22,19,1,50,0,1,1,3,0,2,0.193,9.10%,24.00%,0.38,0.266,0.353,0.619,0.16,3.1,0.227,16,-8.6,0.268,65,-0.9,0.3,0.6,114,89,96,111,11.10%,38.90%,27.30%,33.80%,25.90%,49.60%,24.50%,11369
