"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","Spd","BABIP","wRC","wRAA","wOBA","wRC+","wSB","UBR","wGDP","BB%+","LD+%","GB%+","FB%+","HR/FB","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"2018","Bryce Harper","Nationals","159","550","695","137","69","34","0","34","103","100","130","16","169","6","9","0","7","13","3",".249","18.7 %","24.3 %","0.77",".393",".496",".889",".247","3.7",".289","116","34.6",".376","134","0.9","-2.8","2.3","208","102","92","109","23.1 %","42.3 %","29.5 %","28.2 %","11.8 %","45.9 %","42.3 %","11579"
"2016","Tyler Naquin","Indians","116","321","365","95","58","18","5","14","52","43","36","4","112","4","2","2","4","6","3",".296","9.9 %","30.7 %","0.32",".372",".514",".886",".218","6.0",".411","60","16.9",".374","133","-0.2","1.6","0.2","123","115","105","85","22.2 %","37.6 %","35.7 %","26.8 %","16.9 %","44.6 %","38.5 %","13359"
"2017","Austin Jackson","Indians","85","280","318","89","60","19","3","7","46","35","33","0","64","1","4","0","13","3","1",".318","10.4 %","20.1 %","0.52",".387",".482",".869",".164","5.0",".385","52","13.6",".371","129","-0.1","2.4","-1.9","123","104","111","85","10.3 %","36.8 %","35.9 %","27.3 %","11.4 %","56.8 %","31.8 %","9848"
"2016","Yoenis Cespedes","Mets","132","479","543","134","77","25","1","31","72","86","51","8","108","7","6","0","14","3","1",".280","9.4 %","19.9 %","0.47",".354",".530",".884",".251","2.9",".298","87","22.8",".369","136","-0.1","0.4","-0.8","109","101","83","121","19.9 %","39.3 %","36.9 %","23.9 %","15.4 %","45.4 %","39.3 %","13110"
"2018","Charlie Blackmon","Rockies","156","626","696","182","115","31","7","29","119","70","59","2","134","8","2","1","10","12","4",".291","8.5 %","19.3 %","0.44",".358",".502",".860",".211","6.1",".329","111","30.1",".368","117","0.3","1.2","-0.1","94","106","100","96","17.7 %","40.8 %","37.0 %","22.2 %","16.0 %","48.3 %","35.8 %","7859"
"2016","Dexter Fowler","Cubs","125","456","551","126","81","25","7","13","84","48","79","0","124","11","4","1","3","13","4",".276","14.3 %","22.5 %","0.64",".393",".447",".840",".171","6.5",".350","87","22.2",".367","129","0.6","4.2","1.3","166","112","91","104","11.0 %","39.5 %","38.0 %","22.6 %","17.5 %","51.9 %","30.6 %","4062"
"2017","Aaron Hicks","Yankees","88","301","361","80","47","18","0","15","54","52","51","0","67","3","5","1","8","10","5",".266","14.1 %","18.6 %","0.76",".372",".475",".847",".209","3.9",".290","57","12.8",".363","128","-0.4","3.3","-0.3","168","77","102","111","15.8 %","42.9 %","35.0 %","22.1 %","19.6 %","49.6 %","30.8 %","5297"
"2017","Chris Taylor","Dodgers","140","514","568","148","88","34","5","21","85","72","50","0","142","3","1","0","2","17","4",".288","8.8 %","25.0 %","0.35",".354",".496",".850",".208","6.4",".361","89","19.3",".361","126","1.4","3.0","2.3","98","110","94","102","15.8 %","38.3 %","33.5 %","28.2 %","15.8 %","51.7 %","32.4 %","13757"
"2017","Andrew McCutchen","Pirates","156","570","650","159","99","30","2","28","94","88","73","5","116","4","3","0","10","11","5",".279","11.2 %","17.8 %","0.63",".363",".486",".849",".207","4.3",".305","101","21.5",".360","122","-0.3","0.1","1.3","125","107","92","106","16.4 %","42.7 %","36.8 %","20.6 %","17.5 %","47.3 %","35.2 %","9847"
"2018","Aaron Hicks","Yankees","137","480","581","119","71","18","3","27","90","79","90","1","111","3","6","2","1","11","2",".248","15.5 %","19.1 %","0.81",".366",".467",".833",".219","5.3",".264","89","21.4",".360","129","1.0","3.4","2.6","187","102","94","105","19.0 %","45.4 %","36.9 %","17.8 %","18.6 %","41.9 %","39.5 %","5297"
"2016","Joc Pederson","Dodgers","137","406","476","100","49","26","0","25","64","68","63","4","130","4","2","1","5","6","2",".246","13.2 %","27.3 %","0.48",".352",".495",".847",".249","3.2",".296","72","16.3",".360","128","0.1","-1.2","1.3","153","97","89","116","23.1 %","41.6 %","37.3 %","21.2 %","17.2 %","44.1 %","38.7 %","11899"
"2018","Lorenzo Cain","Brewers","141","539","620","166","129","25","2","10","90","38","71","1","94","8","2","0","10","30","7",".308","11.5 %","15.2 %","0.76",".395",".417",".813",".109","5.6",".357","95","22.3",".359","124","2.6","3.8","0.0","128","102","126","66","9.7 %","29.8 %","37.4 %","32.9 %","18.1 %","43.6 %","38.3 %","9077"
"2018","Tommy Pham","- - -","137","494","570","136","91","18","6","21","102","63","67","2","140","6","3","0","18","15","7",".275","11.8 %","24.6 %","0.48",".367",".464",".830",".188","6.6",".342","87","20.5",".359","130","-0.2","4.1","-1.7","135","110","112","79","21.0 %","37.8 %","39.8 %","22.4 %","12.6 %","38.9 %","48.5 %","2967"
"2017","Dexter Fowler","Cardinals","118","420","491","111","62","22","9","18","68","64","63","6","101","4","4","0","10","7","3",".264","12.8 %","20.6 %","0.62",".363",".488",".851",".224","5.9",".305","75","15.2",".358","122","-0.2","2.2","-0.1","143","109","89","108","14.6 %","40.3 %","37.5 %","22.3 %","12.7 %","49.2 %","38.1 %","4062"
"2016","Jackie Bradley Jr.","Red Sox","156","558","636","149","86","30","7","26","94","87","63","5","143","10","5","0","10","9","2",".267","9.9 %","22.5 %","0.44",".349",".486",".835",".219","5.9",".312","94","18.9",".354","118","0.6","3.3","1.2","124","90","107","97","18.1 %","46.0 %","34.3 %","19.8 %","16.0 %","48.1 %","36.0 %","12984"
"2016","Cameron Maybin","Tigers","94","349","391","110","87","14","5","4","65","43","36","0","69","3","1","2","8","15","6",".315","9.2 %","17.6 %","0.52",".383",".418",".801",".103","6.9",".383","57","10.8",".352","121","0.3","2.2","0.2","115","106","128","61","6.7 %","31.1 %","36.8 %","32.2 %","19.8 %","55.5 %","24.7 %","5223"
"2017","Ian Happ","Cubs","115","364","413","92","48","17","3","24","62","68","39","5","129","4","4","2","12","8","4",".253","9.4 %","31.2 %","0.30",".328",".514",".842",".261","5.7",".316","60","9.8",".349","114","-0.3","-0.4","-1.9","105","98","91","113","25.3 %","44.8 %","31.5 %","23.7 %","18.7 %","48.6 %","32.8 %","17919"
"2017","Christian Yelich","Marlins","156","602","695","170","114","36","2","18","100","81","80","4","137","6","6","0","13","16","2",".282","11.5 %","19.7 %","0.58",".369",".439",".807",".156","5.2",".336","101","15.8",".348","117","1.9","3.1","1.8","128","95","125","71","15.3 %","33.3 %","37.4 %","29.3 %","15.9 %","48.8 %","35.2 %","11477"
"2017","Lorenzo Cain","Royals","155","584","645","175","128","27","5","15","86","49","54","1","100","5","2","0","20","26","2",".300","8.4 %","15.5 %","0.54",".363",".440",".803",".140","6.5",".340","93","14.0",".347","115","3.9","2.2","-2.6","99","112","103","90","9.4 %","31.1 %","40.5 %","28.4 %","18.7 %","50.2 %","31.1 %","9077"
"2018","Cody Bellinger","Dodgers","162","557","632","145","85","28","7","25","84","76","69","9","151","3","3","0","7","14","1",".260","10.9 %","23.9 %","0.46",".343",".470",".814",".210","6.3",".313","90","15.7",".345","120","2.0","0.8","1.3","122","91","92","115","15.2 %","45.2 %","32.0 %","22.7 %","18.1 %","41.8 %","40.1 %","15998"
"2016","Adam Eaton","White Sox","157","619","706","176","124","29","9","14","91","59","63","2","115","14","3","7","6","14","5",".284","8.9 %","16.3 %","0.55",".362",".428",".790",".144","5.9",".329","98","14.9",".344","117","0.3","2.2","2.0","111","100","122","73","11.0 %","30.7 %","31.9 %","37.4 %","17.5 %","51.0 %","31.5 %","11205"
"2017","Carlos Gomez","Rangers","105","368","426","94","53","23","1","17","51","51","31","0","127","19","5","3","3","13","5",".255","7.3 %","29.8 %","0.24",".340",".462",".802",".207","5.0",".336","60","8.1",".343","105","0.2","0.7","1.2","86","101","90","111","17.3 %","37.4 %","41.0 %","21.7 %","16.5 %","44.6 %","39.0 %","4881"
"2017","Jake Marisnick","Astros","106","230","259","56","30","10","0","16","50","35","20","1","90","6","1","2","5","9","4",".243","7.7 %","34.7 %","0.22",".319",".496",".815",".252","5.5",".320","36","4.8",".343","117","0.0","3.0","0.0","92","76","85","131","24.6 %","39.9 %","30.1 %","30.1 %","18.2 %","53.2 %","28.7 %","11339"
"2016","Keon Broxton","Brewers","75","207","244","50","30","10","1","9","28","19","36","0","88","0","0","1","2","23","4",".242","14.8 %","36.1 %","0.41",".354",".430",".784",".188","6.5",".373","34","5.0",".343","111","2.8","-0.4","1.0","171","118","100","88","25.7 %","40.0 %","40.0 %","20.0 %","13.3 %","43.3 %","43.3 %","9253"
"2018","Michael Conforto","Mets","153","543","638","132","78","25","1","28","78","82","84","8","159","7","4","0","10","3","4",".243","13.2 %","24.9 %","0.53",".350",".448",".797",".204","2.4",".289","89","14.4",".342","120","-1.4","0.9","0.6","147","90","101","105","19.7 %","43.0 %","31.7 %","25.3 %","17.8 %","46.4 %","35.8 %","16376"
"2018","Enrique Hernandez","Dodgers","145","402","462","103","62","17","3","21","67","52","50","5","78","1","5","4","3","3","0",".256","10.8 %","16.9 %","0.64",".336",".470",".806",".214","4.6",".266","64","10.2",".342","118","0.3","2.0","1.5","121","85","87","126","14.6 %","43.2 %","35.1 %","21.6 %","19.5 %","45.1 %","35.4 %","10472"
"2017","A.J. Pollock","Diamondbacks","112","425","466","113","60","33","6","14","73","49","35","1","71","6","0","0","8","20","6",".266","7.5 %","15.2 %","0.49",".330",".471",".801",".205","7.5",".291","64","7.6",".340","103","1.2","0.4","1.0","83","113","101","91","12.4 %","43.2 %","37.3 %","19.5 %","19.8 %","45.2 %","35.0 %","9256"
"2018","George Springer","Astros","140","544","620","144","96","26","0","22","102","71","64","0","122","5","3","0","12","6","4",".265","10.3 %","19.7 %","0.52",".346",".434",".780",".169","3.6",".303","85","12.7",".340","118","-0.8","1.2","-1.3","124","75","117","95","15.0 %","39.8 %","36.9 %","23.3 %","17.7 %","48.9 %","33.4 %","12856"
"2018","Mallex Smith","Rays","141","480","544","142","103","27","10","2","65","40","47","0","98","8","2","7","11","40","12",".296","8.6 %","18.0 %","0.48",".367",".406",".773",".110","7.7",".366","75","11.0",".339","118","2.7","4.1","-0.2","104","117","117","70","2.1 %","28.9 %","37.9 %","33.3 %","19.2 %","53.7 %","27.1 %","13608"
"2018","A.J. Pollock","Diamondbacks","113","413","460","106","59","21","5","21","61","65","31","2","100","8","7","1","6","13","2",".257","6.7 %","21.7 %","0.31",".316",".484",".800",".228","6.7",".284","62","8.7",".338","111","1.6","1.5","0.8","75","89","98","110","17.1 %","48.6 %","32.7 %","18.7 %","11.2 %","44.2 %","44.6 %","9256"
"2017","Michael A. Taylor","Nationals","118","399","432","108","63","23","3","19","55","53","29","3","137","1","2","1","3","17","7",".271","6.7 %","31.7 %","0.21",".320",".486",".806",".216","5.9",".363","59","6.2",".338","104","0.2","1.0","1.9","75","100","97","104","20.0 %","46.8 %","31.7 %","21.5 %","18.1 %","47.9 %","34.0 %","11489"
"2016","Odubel Herrera","Phillies","159","583","656","167","125","21","6","15","87","49","63","7","134","6","2","2","6","25","7",".286","9.6 %","20.4 %","0.47",".361",".420",".781",".134","6.3",".349","88","10.6",".338","110","1.7","-0.8","1.4","111","102","104","94","10.6 %","26.7 %","37.5 %","35.8 %","23.8 %","49.0 %","27.2 %","11476"
"2017","Brian Goodwin","Nationals","74","251","278","63","28","21","1","13","41","30","23","2","69","1","3","0","3","6","0",".251","8.3 %","24.8 %","0.33",".313",".498",".811",".247","6.0",".291","38","3.8",".337","103","1.1","-1.7","0.4","92","93","86","122","16.5 %","45.4 %","29.2 %","25.4 %","16.2 %","49.7 %","34.1 %","12858"
"2018","Starling Marte","Pirates","145","559","606","155","98","32","5","20","81","72","35","2","109","8","3","1","11","33","14",".277","5.8 %","18.0 %","0.32",".327",".460",".787",".182","6.6",".312","82","11.0",".337","112","0.6","2.2","-0.7","64","78","117","92","14.0 %","40.3 %","35.0 %","24.7 %","19.6 %","46.9 %","33.5 %","9241"
"2017","Kevin Kiermaier","Rays","98","380","421","105","72","15","3","15","56","39","31","2","99","5","1","4","3","16","7",".276","7.4 %","23.5 %","0.31",".338",".450",".788",".174","5.9",".337","57","5.6",".337","113","0.0","3.6","1.7","87","90","115","88","16.7 %","39.2 %","38.5 %","22.4 %","22.0 %","46.2 %","31.8 %","11038"
"2016","Ian Desmond","Rangers","156","625","677","178","124","29","3","22","107","86","44","2","160","5","3","0","11","21","6",".285","6.5 %","23.6 %","0.28",".335",".446",".782",".162","6.0",".350","90","9.8",".336","103","1.4","3.8","0.4","81","101","121","73","18.2 %","31.2 %","38.0 %","30.8 %","20.5 %","49.2 %","30.3 %","6885"
"2017","Mikie Mahtook","Tigers","109","348","379","96","63","15","6","12","50","38","23","0","79","6","2","0","4","6","0",".276","6.1 %","20.8 %","0.29",".330",".457",".787",".181","6.8",".324","51","4.6",".335","107","1.0","0.8","1.4","72","100","107","92","13.3 %","43.9 %","36.2 %","19.9 %","15.5 %","46.5 %","38.0 %","13130"
"2018","Chris Taylor","Dodgers","155","536","604","136","76","35","8","17","85","63","55","0","178","9","4","0","5","9","6",".254","9.1 %","29.5 %","0.31",".331",".444",".775",".190","6.3",".345","80","9.8",".335","113","-1.0","4.0","1.4","101","126","78","111","12.1 %","37.9 %","34.3 %","27.9 %","13.3 %","48.3 %","38.4 %","13757"
"2018","Mark Canha","Athletics","122","365","411","91","52","22","0","17","60","52","34","3","88","10","2","0","11","1","2",".249","8.3 %","21.4 %","0.39",".328",".449",".778",".200","2.5",".282","55","6.5",".334","114","-0.8","0.8","-0.5","100","103","90","110","15.2 %","44.8 %","34.1 %","21.2 %","18.6 %","44.1 %","37.3 %","11445"
"2017","Adam Jones","Orioles","147","597","635","170","115","28","1","26","82","73","27","1","113","7","3","1","18","2","1",".285","4.3 %","17.8 %","0.24",".322",".466",".787",".181","2.7",".312","84","7.0",".334","106","-0.4","3.6","-1.9","50","103","104","94","15.7 %","41.4 %","29.9 %","28.7 %","20.1 %","49.0 %","30.9 %","6368"
"2017","Alex Presley","Tigers","71","245","264","77","61","10","3","3","30","20","15","0","49","0","0","3","5","5","0",".314","5.7 %","18.6 %","0.31",".354",".416",".770",".102","5.8",".383","35","2.9",".334","107","0.8","-2.2","0.1","67","153","105","64","6.5 %","35.7 %","37.7 %","26.6 %","18.6 %","57.3 %","24.1 %","5305"
"2017","Albert Almora Jr.","Cubs","132","299","323","89","62","18","1","8","39","46","19","1","53","0","2","3","8","1","0",".298","5.9 %","16.4 %","0.36",".338",".445",".782",".147","3.2",".338","43","3.4",".334","103","0.0","-1.3","-0.5","65","101","112","85","11.0 %","39.8 %","32.7 %","27.5 %","19.9 %","50.6 %","29.5 %","14109"
"2018","Jake Cave","Twins","91","283","309","75","44","16","2","13","54","45","18","2","102","3","3","2","2","2","1",".265","5.8 %","33.0 %","0.18",".313",".473",".786",".208","5.5",".363","41","4.5",".332","109","-0.2","-0.6","1.4","70","121","103","84","23.2 %","35.5 %","43.0 %","21.5 %","8.6 %","53.8 %","37.6 %","14477"
"2017","Jon Jay","Cubs","141","379","433","112","89","18","3","2","65","34","37","3","80","12","2","3","11","6","2",".296","8.5 %","18.5 %","0.46",".374",".375",".749",".079","5.3",".368","56","3.4",".330","101","0.0","3.9","-1.1","95","141","106","68","2.9 %","28.3 %","36.5 %","35.2 %","11.5 %","63.2 %","25.3 %","5227"
"2017","Curtis Granderson","- - -","147","449","527","95","42","24","3","26","74","64","71","2","123","4","3","0","5","6","2",".212","13.5 %","23.3 %","0.58",".323",".452",".775",".241","4.8",".228","68","4.1",".330","106","0.1","1.5","1.3","150","91","74","138","16.3 %","48.6 %","34.0 %","17.3 %","17.6 %","47.1 %","35.3 %","4747"
"2016","Marcell Ozuna","Marlins","148","557","608","148","96","23","6","23","75","76","43","2","115","4","4","0","11","0","3",".266","7.1 %","18.9 %","0.37",".321",".452",".773",".187","3.6",".296","77","5.9",".330","109","-1.5","0.0","0.5","82","92","98","107","14.1 %","37.7 %","39.2 %","23.1 %","17.3 %","45.3 %","37.4 %","10324"
"2018","Ian Happ","Cubs","142","387","462","90","54","19","2","15","56","44","70","9","167","3","2","0","6","8","4",".233","15.2 %","36.1 %","0.42",".353",".408",".761",".176","4.5",".362","59","5.4",".329","106","-0.3","0.7","0.0","169","103","92","108","17.9 %","36.0 %","36.5 %","27.5 %","17.6 %","44.1 %","38.3 %","17919"
"2016","Andrew McCutchen","Pirates","153","598","675","153","100","26","3","24","81","79","69","7","143","5","3","0","15","6","7",".256","10.2 %","21.2 %","0.48",".336",".430",".766",".174","3.4",".297","85","5.9",".329","105","-2.0","-1.0","0.5","118","106","80","122","12.6 %","44.8 %","33.4 %","21.8 %","19.7 %","44.5 %","35.8 %","9847"
"2017","Odubel Herrera","Phillies","138","526","563","148","89","42","3","14","67","56","31","4","126","4","2","0","13","8","5",".281","5.5 %","22.4 %","0.25",".325",".452",".778",".171","4.3",".345","72","3.7",".329","100","-0.8","1.9","-0.1","61","104","100","98","10.2 %","30.9 %","38.1 %","31.1 %","24.4 %","46.3 %","29.4 %","11476"
"2016","Scott Schebler","Reds","82","257","282","68","45","12","2","9","36","40","19","2","59","6","0","0","5","2","4",".265","6.7 %","20.9 %","0.32",".330",".432",".762",".167","4.1",".312","35","2.2",".328","100","-1.4","1.9","0.2","78","87","118","85","15.8 %","46.5 %","28.3 %","25.3 %","16.2 %","50.5 %","33.3 %","12225"
"2017","Ender Inciarte","Braves","158","662","718","201","158","27","5","11","93","57","49","3","94","0","4","3","8","22","9",".304","6.8 %","13.1 %","0.52",".350",".409",".759",".106","5.4",".339","92","4.0",".328","98","0.1","2.3","-0.1","76","116","106","83","6.8 %","30.3 %","38.5 %","31.2 %","20.9 %","57.0 %","22.1 %","4922"
"2018","Tony Kemp","Astros","97","255","295","67","46","15","0","6","37","30","32","1","44","3","1","3","7","9","3",".263","10.8 %","14.9 %","0.73",".351",".392",".743",".129","4.3",".296","37","3.0",".327","110","0.4","-1.7","-0.7","131","110","105","88","9.1 %","49.3 %","28.8 %","21.9 %","16.7 %","53.0 %","30.2 %","14894"
"2018","Harrison Bader","Cardinals","138","379","427","100","66","20","2","12","61","37","31","3","125","11","4","2","1","15","3",".264","7.3 %","29.3 %","0.25",".334",".422",".756",".158","6.5",".358","54","4.1",".326","107","1.5","4.1","2.0","81","123","92","96","14.1 %","46.5 %","29.6 %","23.9 %","21.5 %","40.8 %","37.7 %","18030"
"2017","Jacoby Ellsbury","Yankees","112","356","409","94","63","20","4","7","65","39","41","3","63","5","0","2","7","22","3",".264","10.0 %","15.4 %","0.65",".348",".402",".750",".138","7.7",".304","51","1.6",".326","102","2.9","0.8","1.0","119","114","106","85","7.8 %","42.0 %","30.2 %","27.8 %","22.7 %","51.2 %","26.1 %","4727"
"2017","Denard Span","Giants","129","497","542","135","87","31","5","12","73","43","40","0","69","3","1","1","11","12","7",".272","7.4 %","12.7 %","0.58",".329",".427",".756",".155","5.5",".295","68","1.9",".325","102","-0.9","1.1","-0.9","82","104","102","96","8.5 %","41.6 %","35.1 %","23.3 %","18.6 %","56.3 %","25.1 %","8347"
"2016","Randal Grichuk","Cardinals","132","446","478","107","51","29","3","24","66","68","28","0","141","3","1","0","9","5","4",".240","5.9 %","29.5 %","0.20",".289",".480",".769",".240","5.0",".294","59","2.7",".325","102","-0.8","2.9","0.3","68","74","91","128","17.9 %","47.1 %","31.4 %","21.6 %","17.0 %","43.1 %","39.9 %","10243"
"2016","Jeremy Hazelbaker","Cardinals","114","200","224","47","25","7","3","12","35","28","18","2","64","0","2","4","1","5","2",".235","8.0 %","28.6 %","0.28",".295",".480",".775",".245","7.2",".278","27","1.1",".324","102","0.1","-1.6","1.1","93","70","111","104","25.0 %","34.5 %","33.8 %","31.7 %","25.4 %","43.7 %","31.0 %","9399"
"2018","Leonys Martin","- - -","84","318","353","81","52","15","3","11","48","33","30","1","77","3","2","0","2","7","4",".255","8.5 %","21.8 %","0.39",".323",".425",".747",".170","5.6",".302","44","2.4",".323","102","-0.4","0.8","0.6","102","83","86","127","10.3 %","44.4 %","30.0 %","25.5 %","18.9 %","43.2 %","37.9 %","11846"
"2016","Kevin Kiermaier","Rays","105","366","414","90","56","20","2","12","55","37","40","1","74","7","1","0","5","21","3",".246","9.7 %","17.9 %","0.54",".331",".410",".741",".164","6.4",".278","50","1.6",".323","104","2.7","2.7","1.2","120","101","95","106","11.1 %","49.5 %","27.7 %","22.9 %","26.6 %","42.0 %","31.4 %","11038"
"2016","Lorenzo Cain","Royals","103","397","434","114","85","19","1","9","56","56","31","3","84","2","4","0","15","14","5",".287","7.1 %","19.4 %","0.37",".339",".408",".747",".121","4.8",".341","52","1.4",".322","99","0.5","2.6","-2.0","89","111","108","84","9.5 %","34.4 %","38.5 %","27.1 %","20.2 %","49.8 %","30.0 %","9077"
"2017","Joc Pederson","Dodgers","102","273","323","58","27","20","0","11","44","35","39","1","68","10","1","0","7","4","3",".212","12.1 %","21.1 %","0.57",".331",".407",".738",".194","3.5",".241","40","0.3",".322","100","-0.7","1.5","-0.1","134","92","105","98","15.5 %","48.5 %","30.1 %","21.4 %","19.4 %","47.6 %","33.0 %","11899"
"2016","Jon Jay","Padres","90","347","373","101","72","26","1","2","49","26","19","0","78","6","0","1","5","2","0",".291","5.1 %","20.9 %","0.24",".339",".389",".728",".098","3.9",".371","44","0.2",".319","99","0.2","2.8","0.2","59","113","123","62","3.6 %","35.8 %","33.2 %","31.0 %","15.5 %","55.0 %","29.5 %","5227"
"2016","Ender Inciarte","Braves","131","522","578","152","118","24","7","3","85","29","45","5","68","4","2","5","8","16","7",".291","7.8 %","11.8 %","0.66",".351",".381",".732",".090","6.3",".329","68","0.3",".319","97","0.0","3.4","1.1","90","112","111","79","2.5 %","31.9 %","35.1 %","33.0 %","23.0 %","54.2 %","22.8 %","4922"
"2016","Adam Jones","Orioles","152","619","672","164","116","19","0","29","86","83","39","2","115","5","8","1","13","2","0",".265","5.8 %","17.1 %","0.34",".310",".436",".746",".171","2.6",".280","79","0.2",".319","98","0.0","2.2","-0.8","72","81","98","114","14.1 %","40.4 %","36.1 %","23.6 %","19.1 %","48.3 %","32.6 %","6368"
"2016","Trayce Thompson","Dodgers","80","236","262","53","29","11","0","13","31","32","26","0","66","0","0","0","3","5","1",".225","9.9 %","25.2 %","0.39",".302",".436",".738",".212","3.7",".255","31","0.0",".318","100","0.5","2.6","1.1","115","78","116","93","24.1 %","41.2 %","41.8 %","17.1 %","19.4 %","49.4 %","31.2 %","9952"
"2017","Leury Garcia","White Sox","87","300","326","81","55","15","2","9","41","33","13","0","69","8","2","3","4","8","5",".270","4.0 %","21.2 %","0.19",".316",".423",".739",".153","5.4",".321","39","-1.1",".317","98","-0.7","-0.5","0.6","47","102","128","66","16.4 %","39.0 %","36.0 %","25.0 %","23.7 %","49.6 %","26.7 %","5913"
"2016","Paulo Orlando","Royals","128","457","484","138","105","24","4","5","52","43","13","1","105","7","3","3","12","14","3",".302","2.7 %","21.7 %","0.12",".329",".405",".734",".103","5.9",".380","56","-0.5",".317","96","1.3","0.2","-0.9","33","107","119","73","5.6 %","34.1 %","39.1 %","26.8 %","18.2 %","52.8 %","29.1 %","8628"
"2018","Max Kepler","Twins","156","532","611","119","65","30","4","20","80","58","71","2","96","5","3","0","8","4","5",".224","11.6 %","15.7 %","0.74",".319",".408",".727",".184","3.9",".236","72","0.9",".316","98","-1.6","1.5","0.9","140","75","89","127","9.9 %","43.1 %","32.4 %","24.6 %","19.4 %","43.5 %","37.1 %","12144"
"2016","Jarrod Dyson","Royals","107","299","337","83","60","14","8","1","46","25","26","2","39","3","1","8","4","30","7",".278","7.7 %","11.6 %","0.67",".340",".388",".728",".110","8.7",".315","39","-0.5",".316","95","2.9","1.7","0.7","96","98","127","68","1.7 %","34.9 %","39.0 %","26.0 %","26.8 %","56.1 %","17.1 %","4866"
