Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2018,Tony Kemp,Astros,LF,97,255,295,67,46,15,0,6,37,30,32,1,44,3,1,3,7,9,3,0.263,10.80%,14.90%,0.73,0.351,0.392,0.743,0.129,4.3,0.296,37,3,0.327,110,0.4,-1.7,-0.7,131,110,105,88,9.10%,49.30%,28.80%,21.90%,16.70%,53.00%,30.20%,14894
2018,Jon Jay,Royals,LF,59,238,266,73,61,9,2,1,28,18,19,0,39,3,2,4,4,3,2,0.307,7.10%,14.70%,0.49,0.363,0.374,0.737,0.067,4,0.36,33,2.4,0.326,103,-0.4,-1.7,-0.4,86,101,140,53,2.60%,35.60%,29.80%,34.60%,10.70%,54.60%,34.60%,5227
2016,Nori Aoki,Mariners,LF,118,417,467,118,86,24,4,4,63,28,34,0,45,9,1,5,9,7,9,0.283,7.30%,9.60%,0.76,0.349,0.388,0.738,0.106,4.8,0.309,58,2.5,0.325,107,-2.6,3.3,-0.1,91,84,138,62,4.90%,31.20%,38.60%,30.20%,23.80%,56.40%,19.80%,13075
2018,Ben Gamel,Mariners,LF,101,257,293,70,51,14,4,1,37,19,31,1,61,4,1,0,4,7,3,0.272,10.60%,20.80%,0.51,0.358,0.37,0.728,0.097,6.3,0.352,36,1.9,0.323,107,0,0.9,0.1,127,117,111,77,1.80%,37.10%,33.00%,30.00%,13.70%,59.90%,26.40%,12160
2017,Steve Pearce,Blue Jays,LF,92,313,348,79,48,17,1,13,38,37,27,1,68,5,3,0,11,0,0,0.252,7.80%,19.50%,0.4,0.319,0.438,0.757,0.185,1.9,0.281,43,0.5,0.323,100,-0.2,0,-0.8,92,105,94,104,13.80%,42.30%,34.70%,23.00%,19.40%,46.00%,34.70%,9957
2017,Melky Cabrera,White Sox,LF,156,620,666,177,128,30,2,17,78,85,36,1,74,2,6,2,19,1,2,0.285,5.40%,11.10%,0.49,0.324,0.423,0.746,0.137,2.3,0.299,80,-0.9,0.319,98,-1.1,-1.3,-1.4,64,109,113,80,10.60%,38.80%,35.90%,25.30%,19.00%,52.20%,28.90%,4022
2016,Corey Dickerson,Rays,LF,148,510,548,125,62,36,3,24,57,70,33,6,134,2,2,0,12,0,2,0.245,6.00%,24.50%,0.25,0.293,0.469,0.761,0.224,2.7,0.285,65,0.2,0.319,101,-1,-0.2,0.4,75,85,85,126,14.10%,32.50%,33.60%,33.90%,18.30%,50.00%,31.80%,10762
2016,Nomar Mazara,Rangers,LF,145,516,568,137,101,13,3,20,59,64,39,1,112,6,7,0,12,0,2,0.266,6.90%,19.70%,0.35,0.32,0.419,0.739,0.153,2.4,0.299,67,0.1,0.318,91,-1.1,-2.9,0.6,86,105,111,83,16.40%,37.20%,35.30%,27.50%,20.70%,50.60%,28.70%,14553
2018,Marwin Gonzalez,Astros,LF,145,489,552,121,77,25,3,16,61,68,53,3,126,3,2,5,14,2,3,0.247,9.60%,22.80%,0.42,0.324,0.409,0.733,0.162,3.2,0.301,66,1.3,0.318,103,-1.1,-1.5,-0.1,116,107,98,98,12.50%,44.10%,35.40%,20.50%,17.30%,44.30%,38.40%,5497
2017,Nomar Mazara,Rangers,LF,148,554,616,140,88,30,2,20,64,101,55,6,127,4,3,0,12,2,2,0.253,8.90%,20.60%,0.43,0.323,0.422,0.745,0.17,2.6,0.293,73,-1.8,0.317,87,-0.8,-1.9,0.5,106,95,107,94,13.60%,35.40%,38.80%,25.80%,20.90%,46.50%,32.60%,14553
2016,Brett Gardner,Yankees,LF,148,547,634,143,108,22,6,7,80,41,70,0,106,8,5,4,6,16,4,0.261,11.00%,16.70%,0.66,0.351,0.362,0.713,0.101,6,0.31,74,-0.5,0.317,96,1.1,4.5,1.5,138,101,119,76,5.90%,33.60%,38.20%,28.20%,16.90%,57.30%,25.80%,9927
2017,Leury Garcia,White Sox,LF,87,300,326,81,55,15,2,9,41,33,13,0,69,8,2,3,4,8,5,0.27,4.00%,21.20%,0.19,0.316,0.423,0.739,0.153,5.4,0.321,39,-1.1,0.317,98,-0.7,-0.5,0.6,47,102,128,66,16.40%,39.00%,36.00%,25.00%,23.70%,49.60%,26.70%,5913
2016,Ryan Rua,Rangers,LF,99,240,269,62,45,8,1,8,40,22,21,2,76,6,2,0,8,9,0,0.258,7.80%,28.30%,0.28,0.331,0.4,0.731,0.142,6.6,0.342,31,-0.3,0.317,90,1.6,2.1,-1,97,95,118,80,17.00%,37.40%,42.20%,20.50%,16.30%,51.20%,32.50%,12409
2017,Ben Gamel,Mariners,LF,134,509,550,140,97,27,5,11,68,59,36,1,122,1,3,1,8,4,1,0.275,6.50%,22.20%,0.3,0.322,0.413,0.735,0.138,4.9,0.34,64,-2.6,0.315,99,0,3.1,0.3,78,107,104,92,8.50%,34.30%,35.00%,30.70%,18.70%,51.90%,29.40%,12160
2017,Delino DeShields,Rangers,LF,120,376,440,101,78,15,2,6,75,22,44,0,109,3,4,13,2,29,8,0.269,10.00%,24.80%,0.4,0.347,0.367,0.714,0.098,7.1,0.358,51,-2.2,0.315,86,2.1,5.3,1.8,119,99,104,96,6.80%,39.40%,31.00%,29.60%,20.10%,56.00%,23.90%,11379
2018,Josh Reddick,Astros,LF,134,433,487,105,73,13,2,17,63,47,49,3,77,0,2,1,9,7,2,0.242,10.10%,15.80%,0.64,0.318,0.4,0.718,0.157,4.7,0.258,56,-1.3,0.311,99,0.3,-0.7,0.3,121,88,88,121,10.90%,44.90%,32.90%,22.30%,19.20%,50.70%,30.10%,3892
2017,Chris Young,Red Sox,LF,90,243,276,57,36,12,2,7,30,25,30,0,55,2,1,0,4,3,2,0.235,10.90%,19.90%,0.55,0.322,0.387,0.709,0.152,4.3,0.275,31,-2.6,0.31,87,-0.4,0.2,0.6,129,94,82,125,8.10%,52.40%,31.80%,15.90%,26.50%,43.90%,29.60%,3882
2018,Joey Rickard,Orioles,LF,79,213,230,52,33,10,1,8,27,23,15,0,55,2,0,0,3,4,2,0.244,6.50%,23.90%,0.27,0.3,0.413,0.713,0.169,4.6,0.293,26,-1,0.309,92,-0.1,1.6,0.4,79,103,83,118,11.90%,41.80%,34.20%,24.10%,22.80%,48.10%,29.10%,13277
2016,Brock Holt,Red Sox,LF,94,290,324,74,51,16,0,7,45,34,27,0,58,3,3,1,5,4,3,0.255,8.30%,17.90%,0.47,0.322,0.383,0.705,0.128,3.6,0.294,36,-2.6,0.308,87,-0.6,3.3,0.4,104,117,124,61,13.70%,36.40%,33.50%,30.10%,23.70%,53.00%,23.30%,9345
2018,Trey Mancini,Orioles,LF,156,582,636,141,91,23,3,24,69,58,44,1,153,5,5,0,17,0,1,0.242,6.90%,24.10%,0.29,0.299,0.416,0.715,0.174,2.4,0.285,71,-3.6,0.308,91,-0.7,2.7,-2.2,83,89,129,73,20.90%,38.00%,35.70%,26.30%,20.30%,46.10%,33.60%,15149
2017,Nori Aoki,Astros,LF,83,234,258,64,45,13,1,5,32,27,16,1,34,2,5,1,11,5,2,0.274,6.20%,13.20%,0.47,0.319,0.402,0.721,0.128,4.7,0.295,29,-2.9,0.308,93,0,0.1,-2,74,89,132,68,9.80%,27.70%,38.40%,34.00%,22.30%,56.80%,20.90%,13075
2018,Brett Gardner,Yankees,LF,140,530,609,125,86,20,7,12,95,45,65,0,107,5,5,4,6,16,2,0.236,10.70%,17.60%,0.61,0.322,0.368,0.69,0.132,7.3,0.272,66,-4.9,0.305,91,2,6.1,0.8,129,84,115,92,8.50%,36.10%,37.30%,26.60%,19.40%,53.00%,27.60%,9927
2018,Alex Gordon,Royals,LF,141,506,568,124,87,24,0,13,56,54,50,4,124,10,2,0,7,12,2,0.245,8.80%,21.80%,0.4,0.324,0.37,0.694,0.125,3.8,0.299,62,-4.7,0.305,89,1.2,-2.3,1,106,124,103,82,11.30%,40.20%,34.20%,25.60%,15.90%,46.20%,37.90%,5209
2016,Joey Rickard,Orioles,LF,85,257,282,69,51,13,0,5,32,19,18,0,54,2,2,3,3,4,1,0.268,6.40%,19.10%,0.33,0.319,0.377,0.696,0.109,3.7,0.32,30,-3.2,0.304,88,0.2,-0.1,0.6,80,103,95,104,6.80%,42.80%,31.70%,25.50%,20.20%,53.90%,26.00%,13277
2016,Eddie Rosario,Twins,LF,92,335,354,90,61,17,2,10,52,32,12,2,91,2,3,2,4,5,2,0.269,3.40%,25.70%,0.13,0.295,0.421,0.716,0.152,5.6,0.338,38,-4.2,0.304,86,0,3.1,0.9,42,94,105,97,11.90%,36.10%,39.80%,24.10%,18.50%,51.40%,30.10%,12155
2016,Alex Gordon,Royals,LF,128,445,506,98,63,16,2,17,62,40,52,3,148,8,1,0,9,8,1,0.22,10.30%,29.20%,0.35,0.312,0.38,0.692,0.16,5,0.288,53,-6.5,0.303,86,0.9,-0.1,-0.2,128,118,86,107,15.00%,44.60%,32.90%,22.50%,16.10%,47.00%,36.90%,5209
2016,Rajai Davis,Indians,LF,134,454,495,113,76,23,2,12,74,48,33,0,106,5,2,1,9,43,6,0.249,6.70%,21.40%,0.31,0.306,0.388,0.693,0.139,7.8,0.299,52,-6.7,0.302,83,5.9,4.2,-0.1,83,93,102,101,9.60%,43.60%,31.30%,25.10%,19.10%,54.40%,26.50%,3708
2016,Coco Crisp,Athletics,LF,122,446,498,103,59,27,4,13,54,55,46,2,78,0,2,4,7,10,5,0.231,9.20%,15.70%,0.59,0.302,0.397,0.698,0.166,5.1,0.252,52,-6.9,0.301,88,-0.3,0.4,0.3,115,107,91,107,9.40%,41.40%,36.60%,21.90%,16.60%,58.80%,24.60%,1572
2016,Ezequiel Carrera,Blue Jays,LF,110,270,310,67,51,9,1,6,47,23,27,0,70,4,2,7,8,7,4,0.248,8.70%,22.60%,0.39,0.323,0.356,0.679,0.107,5.3,0.311,32,-4.4,0.301,86,-0.4,1.1,-0.3,109,81,131,72,12.50%,41.20%,33.00%,25.80%,22.00%,52.60%,25.40%,9048
2017,Mallex Smith,Rays,LF,81,256,282,69,55,8,4,2,33,12,23,0,62,0,1,2,2,16,5,0.27,8.20%,22.00%,0.37,0.329,0.355,0.684,0.086,7.2,0.347,30,-4.8,0.301,88,0.9,1.4,0.9,97,109,116,76,4.10%,37.10%,24.40%,38.60%,25.90%,52.80%,21.30%,13608
2017,Cameron Maybin,Angels,LF,114,395,450,90,58,20,2,10,63,35,51,1,94,2,1,1,12,33,8,0.228,11.30%,20.90%,0.54,0.318,0.365,0.683,0.137,6.9,0.274,47,-7.9,0.3,87,2.9,2.9,-1.3,135,71,133,76,12.00%,38.90%,34.30%,26.70%,20.10%,52.50%,27.40%,5223
2018,Matt Joyce,Athletics,LF,83,207,246,43,27,9,0,7,34,15,35,2,53,1,2,1,3,0,2,0.208,14.20%,21.50%,0.66,0.322,0.353,0.675,0.145,2.4,0.242,26,-3.1,0.299,90,-1,0.1,0.6,171,121,83,107,11.50%,42.00%,36.30%,21.70%,14.70%,49.70%,35.70%,3353
2018,Leury Garcia,White Sox,LF,82,258,275,70,55,7,4,4,23,32,9,0,69,3,1,4,2,12,1,0.271,3.30%,25.10%,0.13,0.303,0.376,0.679,0.105,6.9,0.355,28,-4.5,0.295,86,1.8,-1.6,0.6,39,135,115,62,9.50%,31.40%,35.60%,33.00%,17.00%,53.10%,29.90%,5913
2018,Guillermo Heredia,Mariners,LF,125,292,337,69,49,14,1,5,29,19,32,0,52,4,2,7,4,2,4,0.236,9.50%,15.40%,0.62,0.318,0.342,0.661,0.106,2.7,0.27,34,-5.5,0.295,88,-1.4,-0.4,0.9,114,110,102,92,6.30%,40.20%,28.90%,30.90%,22.10%,51.00%,26.90%,18721
2018,Nicky Delmonico,White Sox,LF,88,284,318,61,37,11,5,8,31,25,27,1,80,6,1,0,7,1,2,0.215,8.50%,25.20%,0.34,0.296,0.373,0.669,0.158,4.4,0.269,31,-5.8,0.292,85,-0.8,-0.4,-0.5,102,83,99,111,9.60%,40.50%,30.70%,28.80%,18.10%,52.20%,29.80%,13157
2016,Nolan Reimold,Orioles,LF,104,203,227,45,29,9,1,6,25,15,22,0,62,1,1,0,8,1,2,0.222,9.70%,27.30%,0.35,0.3,0.365,0.664,0.143,3.2,0.287,22,-4.9,0.292,80,-0.7,-1,-1.1,121,97,102,99,12.00%,40.10%,32.40%,27.50%,26.80%,47.90%,25.40%,3441
2017,Guillermo Heredia,Mariners,LF,123,386,426,96,74,16,0,6,43,24,27,2,64,11,1,1,9,1,5,0.249,6.30%,15.00%,0.42,0.315,0.337,0.652,0.088,2.2,0.284,40,-11.9,0.288,80,-2.2,1,-0.1,75,87,110,96,5.50%,35.20%,39.50%,25.30%,23.80%,55.90%,20.40%,18721
2017,Ben Revere,Angels,LF,109,291,308,80,64,13,2,1,37,20,15,0,25,0,2,0,7,21,6,0.275,4.90%,8.10%,0.6,0.308,0.344,0.652,0.069,6.5,0.296,28,-9.5,0.284,76,1.5,3.4,-0.3,58,126,129,51,2.00%,33.60%,39.60%,26.90%,19.00%,59.30%,21.60%,4712
2016,Colby Rasmus,Astros,LF,107,369,417,76,51,10,0,15,38,54,43,0,121,0,4,1,5,4,1,0.206,10.30%,29.00%,0.36,0.286,0.355,0.641,0.149,2.7,0.257,37,-12.6,0.282,77,0.2,-1.3,1.6,129,103,81,121,14.20%,53.00%,27.30%,19.80%,13.40%,51.40%,35.20%,9893
2018,Johnny Field,Rays,LF,84,221,233,49,27,13,0,9,28,21,7,0,72,3,1,1,3,4,0,0.222,3.00%,30.90%,0.1,0.254,0.403,0.657,0.181,5,0.284,21,-6.4,0.281,77,0.7,-0.2,-0.1,36,90,93,114,14.80%,41.70%,31.80%,26.50%,21.20%,43.70%,35.10%,15048
2017,Peter Bourjos,Rays,LF,100,188,203,42,25,9,3,5,27,15,12,0,53,1,1,1,2,5,4,0.223,5.90%,26.10%,0.23,0.272,0.383,0.655,0.16,7.1,0.282,18,-7,0.28,74,-0.8,0.9,0.7,70,77,112,98,10.40%,38.70%,34.30%,27.00%,24.10%,46.00%,29.90%,2578
2016,Desmond Jennings,Rays,LF,65,200,225,40,25,7,1,7,22,20,21,0,58,2,1,1,4,2,0,0.2,9.30%,25.80%,0.36,0.281,0.35,0.631,0.15,4.2,0.243,19,-7.4,0.278,73,0.3,0.6,0,116,80,106,104,13.50%,39.60%,36.80%,23.60%,20.10%,53.50%,26.40%,1965
2018,Mikie Mahtook,Tigers,LF,67,223,250,45,30,4,2,9,24,29,21,1,66,3,3,0,3,4,1,0.202,8.40%,26.40%,0.32,0.276,0.359,0.635,0.157,5.2,0.238,21,-7.9,0.276,70,0.3,-0.9,0.3,101,86,104,104,15.00%,47.50%,30.00%,22.50%,20.60%,53.10%,26.30%,13130
2018,JaCoby Jones,Tigers,LF,129,429,467,89,50,22,6,11,54,34,24,0,142,11,2,1,9,13,5,0.207,5.10%,30.40%,0.17,0.266,0.364,0.63,0.156,7.3,0.281,39,-15.5,0.274,69,0.4,2.7,0.1,62,113,101,91,11.70%,43.80%,34.50%,21.70%,16.60%,47.20%,36.20%,14818
2017,Joey Rickard,Orioles,LF,111,261,277,63,44,15,0,4,29,19,9,0,63,4,1,2,6,8,1,0.241,3.20%,22.70%,0.14,0.276,0.345,0.621,0.103,5,0.303,22,-12,0.269,62,1,1.5,0,39,131,82,104,5.50%,50.80%,28.40%,20.90%,24.90%,50.30%,24.90%,13277
