"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","Spd","BABIP","wRC","wRAA","wOBA","wRC+","wSB","UBR","wGDP","BB%+","LD+%","GB%+","FB%+","HR/FB","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"2017","Corey Dickerson","Rays","150","588","629","166","102","33","4","27","84","62","35","6","152","3","2","0","11","4","3",".282","5.6 %","24.2 %","0.23",".325",".490",".815",".207","4.0",".338","87","10.6",".341","116","-0.8","0.4","0.3","66","110","97","98","17.2 %","34.3 %","36.8 %","29.0 %","18.7 %","47.7 %","33.6 %","10762"
"2018","Eddie Rosario","Twins","138","559","592","161","104","31","2","24","87","77","30","5","104","0","2","1","4","8","2",".288","5.1 %","17.6 %","0.29",".323",".479",".803",".191","4.7",".316","81","12.2",".340","114","0.5","4.5","2.7","61","95","84","121","12.0 %","43.5 %","33.2 %","23.4 %","17.5 %","46.1 %","36.5 %","12155"
"2017","Brett Gardner","Yankees","151","594","682","157","106","26","4","21","96","63","72","2","122","8","3","5","4","23","5",".264","10.6 %","17.9 %","0.59",".350",".428",".778",".163","6.0",".300","92","8.9",".336","110","2.0","2.4","1.6","125","110","103","91","13.5 %","37.3 %","35.4 %","27.3 %","20.0 %","51.3 %","28.8 %","9927"
"2018","Curtis Granderson","Blue Jays","104","302","349","74","41","21","1","11","48","35","42","1","96","3","1","1","3","2","1",".245","12.0 %","27.5 %","0.44",".342",".430",".772",".185","3.7",".321","47","6.1",".336","113","-0.2","-3.0","0.7","145","146","75","103","14.3 %","50.0 %","29.8 %","20.2 %","15.9 %","45.7 %","38.5 %","4747"
"2016","Jefry Marte","Angels","88","258","284","65","36","14","0","15","38","44","18","0","59","5","3","0","8","2","2",".252","6.3 %","20.8 %","0.31",".310",".481",".790",".229","2.8",".267","38","4.1",".335","113","-0.6","0.5","-1.2","79","73","105","110","19.0 %","50.5 %","29.7 %","19.8 %","21.3 %","42.6 %","36.1 %","5107"
"2017","Ezequiel Carrera","Blue Jays","131","287","325","81","62","10","1","8","38","20","30","0","75","3","0","5","4","10","1",".282","9.2 %","23.1 %","0.40",".356",".408",".764",".125","5.1",".358","43","3.7",".334","108","1.3","1.0","0.5","110","112","112","80","13.6 %","37.8 %","39.6 %","22.6 %","24.4 %","49.8 %","25.8 %","9048"
"2018","Mark Canha","Athletics","122","365","411","91","52","22","0","17","60","52","34","3","88","10","2","0","11","1","2",".249","8.3 %","21.4 %","0.39",".328",".449",".778",".200","2.5",".282","55","6.5",".334","114","-0.8","0.8","-0.5","100","103","90","110","15.2 %","44.8 %","34.1 %","21.2 %","18.6 %","44.1 %","37.3 %","11445"
"2018","Chad Pinder","Athletics","110","298","333","77","51","12","1","13","43","27","27","1","88","6","0","2","4","0","2",".258","8.1 %","26.4 %","0.31",".332",".436",".769",".178","2.8",".325","44","5.1",".333","114","-1.0","0.0","0.9","98","91","103","102","16.9 %","37.7 %","36.8 %","25.5 %","13.2 %","40.6 %","46.2 %","15191"
"2018","Robbie Grossman","Twins","129","396","465","108","75","27","1","5","50","48","60","0","83","2","5","2","2","0","1",".273","12.9 %","17.8 %","0.72",".367",".384",".751",".111","1.9",".329","61","6.9",".333","109","-0.7","-5.5","1.4","155","114","91","102","4.2 %","36.6 %","34.7 %","28.8 %","17.5 %","50.9 %","31.6 %","5254"
"2017","Andrew Benintendi","Red Sox","151","573","658","155","108","26","1","20","84","90","70","7","112","6","8","1","16","20","5",".271","10.6 %","17.0 %","0.63",".352",".424",".776",".154","4.5",".301","86","6.2",".332","102","1.4","-0.4","0.4","126","106","93","105","11.2 %","34.3 %","37.0 %","28.7 %","16.6 %","49.2 %","34.3 %","17901"
"2016","Seth Smith","Mariners","137","378","438","94","63","15","0","16","62","63","48","1","89","8","4","0","11","0","0",".249","11.0 %","20.3 %","0.54",".342",".415",".758",".167","1.8",".282","56","4.5",".331","111","-0.3","-1.7","-0.6","137","106","109","86","18.0 %","43.0 %","39.6 %","17.4 %","15.0 %","51.2 %","33.8 %","7331"
"2018","Denard Span","- - -","137","437","501","114","74","22","7","11","63","58","51","0","79","6","7","0","10","9","4",".261","10.2 %","15.8 %","0.65",".341",".419",".760",".158","5.9",".291","65","6.3",".330","112","-0.1","2.4","0.1","123","125","95","92","9.2 %","38.4 %","30.7 %","31.0 %","19.2 %","49.9 %","31.0 %","8347"
"2016","Justin Upton","Tigers","153","570","626","140","79","28","2","31","81","87","50","3","179","4","2","0","15","9","4",".246","8.0 %","28.6 %","0.28",".310",".465",".775",".219","4.2",".301","79","5.8",".329","105","-0.1","1.5","0.0","100","90","88","121","18.3 %","39.2 %","36.4 %","24.4 %","21.1 %","41.0 %","37.9 %","5222"
"2018","Teoscar Hernandez","Blue Jays","134","476","523","114","56","29","7","22","67","57","41","0","163","3","3","0","14","5","5",".239","7.8 %","31.2 %","0.25",".302",".468",".771",".229","5.5",".313","67","5.7",".328","107","-1.3","1.3","-1.3","94","94","86","120","15.9 %","37.7 %","36.1 %","26.3 %","15.8 %","46.8 %","37.3 %","13066"
"2018","Tony Kemp","Astros","97","255","295","67","46","15","0","6","37","30","32","1","44","3","1","3","7","9","3",".263","10.8 %","14.9 %","0.73",".351",".392",".743",".129","4.3",".296","37","3.0",".327","110","0.4","-1.7","-0.7","131","110","105","88","9.1 %","49.3 %","28.8 %","21.9 %","16.7 %","53.0 %","30.2 %","14894"
"2018","Jon Jay","Royals","59","238","266","73","61","9","2","1","28","18","19","0","39","3","2","4","4","3","2",".307","7.1 %","14.7 %","0.49",".363",".374",".737",".067","4.0",".360","33","2.4",".326","103","-0.4","-1.7","-0.4","86","101","140","53","2.6 %","35.6 %","29.8 %","34.6 %","10.7 %","54.6 %","34.6 %","5227"
"2016","Nori Aoki","Mariners","118","417","467","118","86","24","4","4","63","28","34","0","45","9","1","5","9","7","9",".283","7.3 %","9.6 %","0.76",".349",".388",".738",".106","4.8",".309","58","2.5",".325","107","-2.6","3.3","-0.1","91","84","138","62","4.9 %","31.2 %","38.6 %","30.2 %","23.8 %","56.4 %","19.8 %","13075"
"2018","Ben Gamel","Mariners","101","257","293","70","51","14","4","1","37","19","31","1","61","4","1","0","4","7","3",".272","10.6 %","20.8 %","0.51",".358",".370",".728",".097","6.3",".352","36","1.9",".323","107","0.0","0.9","0.1","127","117","111","77","1.8 %","37.1 %","33.0 %","30.0 %","13.7 %","59.9 %","26.4 %","12160"
"2017","Steve Pearce","Blue Jays","92","313","348","79","48","17","1","13","38","37","27","1","68","5","3","0","11","0","0",".252","7.8 %","19.5 %","0.40",".319",".438",".757",".185","1.9",".281","43","0.5",".323","100","-0.2","0.0","-0.8","92","105","94","104","13.8 %","42.3 %","34.7 %","23.0 %","19.4 %","46.0 %","34.7 %","9957"
"2017","Melky Cabrera","- - -","156","620","666","177","128","30","2","17","78","85","36","1","74","2","6","2","19","1","2",".285","5.4 %","11.1 %","0.49",".324",".423",".746",".137","2.3",".299","80","-0.9",".319","98","-1.1","-1.3","-1.4","64","109","113","80","10.6 %","38.8 %","35.9 %","25.3 %","19.0 %","52.2 %","28.9 %","4022"
"2016","Corey Dickerson","Rays","148","510","548","125","62","36","3","24","57","70","33","6","134","2","2","0","12","0","2",".245","6.0 %","24.5 %","0.25",".293",".469",".761",".224","2.7",".285","65","0.2",".319","101","-1.0","-0.2","0.4","75","85","85","126","14.1 %","32.5 %","33.6 %","33.9 %","18.3 %","50.0 %","31.8 %","10762"
"2016","Nomar Mazara","Rangers","145","516","568","137","101","13","3","20","59","64","39","1","112","6","7","0","12","0","2",".266","6.9 %","19.7 %","0.35",".320",".419",".739",".153","2.4",".299","67","0.1",".318","91","-1.1","-2.9","0.6","86","105","111","83","16.4 %","37.2 %","35.3 %","27.5 %","20.7 %","50.6 %","28.7 %","14553"
"2018","Marwin Gonzalez","Astros","145","489","552","121","77","25","3","16","61","68","53","3","126","3","2","5","14","2","3",".247","9.6 %","22.8 %","0.42",".324",".409",".733",".162","3.2",".301","66","1.3",".318","103","-1.1","-1.5","-0.1","116","107","98","98","12.5 %","44.1 %","35.4 %","20.5 %","17.3 %","44.3 %","38.4 %","5497"
"2017","Nomar Mazara","Rangers","148","554","616","140","88","30","2","20","64","101","55","6","127","4","3","0","12","2","2",".253","8.9 %","20.6 %","0.43",".323",".422",".745",".170","2.6",".293","73","-1.8",".317","87","-0.8","-1.9","0.5","106","95","107","94","13.6 %","35.4 %","38.8 %","25.8 %","20.9 %","46.5 %","32.6 %","14553"
"2016","Brett Gardner","Yankees","148","547","634","143","108","22","6","7","80","41","70","0","106","8","5","4","6","16","4",".261","11.0 %","16.7 %","0.66",".351",".362",".713",".101","6.0",".310","74","-0.5",".317","96","1.1","4.5","1.5","138","101","119","76","5.9 %","33.6 %","38.2 %","28.2 %","16.9 %","57.3 %","25.8 %","9927"
"2017","Leury Garcia","White Sox","87","300","326","81","55","15","2","9","41","33","13","0","69","8","2","3","4","8","5",".270","4.0 %","21.2 %","0.19",".316",".423",".739",".153","5.4",".321","39","-1.1",".317","98","-0.7","-0.5","0.6","47","102","128","66","16.4 %","39.0 %","36.0 %","25.0 %","23.7 %","49.6 %","26.7 %","5913"
"2016","Ryan Rua","Rangers","99","240","269","62","45","8","1","8","40","22","21","2","76","6","2","0","8","9","0",".258","7.8 %","28.3 %","0.28",".331",".400",".731",".142","6.6",".342","31","-0.3",".317","90","1.6","2.1","-1.0","97","95","118","80","17.0 %","37.4 %","42.2 %","20.5 %","16.3 %","51.2 %","32.5 %","12409"
"2017","Ben Gamel","Mariners","134","509","550","140","97","27","5","11","68","59","36","1","122","1","3","1","8","4","1",".275","6.5 %","22.2 %","0.30",".322",".413",".735",".138","4.9",".340","64","-2.6",".315","99","0.0","3.1","0.3","78","107","104","92","8.5 %","34.3 %","35.0 %","30.7 %","18.7 %","51.9 %","29.4 %","12160"
"2017","Delino DeShields","Rangers","120","376","440","101","78","15","2","6","75","22","44","0","109","3","4","13","2","29","8",".269","10.0 %","24.8 %","0.40",".347",".367",".714",".098","7.1",".358","51","-2.2",".315","86","2.1","5.3","1.8","119","99","104","96","6.8 %","39.4 %","31.0 %","29.6 %","20.1 %","56.0 %","23.9 %","11379"
"2018","Josh Reddick","Astros","134","433","487","105","73","13","2","17","63","47","49","3","77","0","2","1","9","7","2",".242","10.1 %","15.8 %","0.64",".318",".400",".718",".157","4.7",".258","56","-1.3",".311","99","0.3","-0.7","0.3","121","88","88","121","10.9 %","44.9 %","32.9 %","22.3 %","19.2 %","50.7 %","30.1 %","3892"
"2017","Chris Young","Red Sox","90","243","276","57","36","12","2","7","30","25","30","0","55","2","1","0","4","3","2",".235","10.9 %","19.9 %","0.55",".322",".387",".709",".152","4.3",".275","31","-2.6",".310","87","-0.4","0.2","0.6","129","94","82","125","8.1 %","52.4 %","31.8 %","15.9 %","26.5 %","43.9 %","29.6 %","3882"
"2018","Joey Rickard","Orioles","79","213","230","52","33","10","1","8","27","23","15","0","55","2","0","0","3","4","2",".244","6.5 %","23.9 %","0.27",".300",".413",".713",".169","4.6",".293","26","-1.0",".309","92","-0.1","1.6","0.4","79","103","83","118","11.9 %","41.8 %","34.2 %","24.1 %","22.8 %","48.1 %","29.1 %","13277"
"2016","Brock Holt","Red Sox","94","290","324","74","51","16","0","7","45","34","27","0","58","3","3","1","5","4","3",".255","8.3 %","17.9 %","0.47",".322",".383",".705",".128","3.6",".294","36","-2.6",".308","87","-0.6","3.3","0.4","104","117","124","61","13.7 %","36.4 %","33.5 %","30.1 %","23.7 %","53.0 %","23.3 %","9345"
"2018","Trey Mancini","Orioles","156","582","636","141","91","23","3","24","69","58","44","1","153","5","5","0","17","0","1",".242","6.9 %","24.1 %","0.29",".299",".416",".715",".174","2.4",".285","71","-3.6",".308","91","-0.7","2.7","-2.2","83","89","129","73","20.9 %","38.0 %","35.7 %","26.3 %","20.3 %","46.1 %","33.6 %","15149"
"2017","Nori Aoki","- - -","83","234","258","64","45","13","1","5","32","27","16","1","34","2","5","1","11","5","2",".274","6.2 %","13.2 %","0.47",".319",".402",".721",".128","4.7",".295","29","-2.9",".308","93","0.0","0.1","-2.0","74","89","132","68","9.8 %","27.7 %","38.4 %","34.0 %","22.3 %","56.8 %","20.9 %","13075"
"2018","Brett Gardner","Yankees","140","530","609","125","86","20","7","12","95","45","65","0","107","5","5","4","6","16","2",".236","10.7 %","17.6 %","0.61",".322",".368",".690",".132","7.3",".272","66","-4.9",".305","91","2.0","6.1","0.8","129","84","115","92","8.5 %","36.1 %","37.3 %","26.6 %","19.4 %","53.0 %","27.6 %","9927"
"2018","Alex Gordon","Royals","141","506","568","124","87","24","0","13","56","54","50","4","124","10","2","0","7","12","2",".245","8.8 %","21.8 %","0.40",".324",".370",".694",".125","3.8",".299","62","-4.7",".305","89","1.2","-2.3","1.0","106","124","103","82","11.3 %","40.2 %","34.2 %","25.6 %","15.9 %","46.2 %","37.9 %","5209"
"2016","Joey Rickard","Orioles","85","257","282","69","51","13","0","5","32","19","18","0","54","2","2","3","3","4","1",".268","6.4 %","19.1 %","0.33",".319",".377",".696",".109","3.7",".320","30","-3.2",".304","88","0.2","-0.1","0.6","80","103","95","104","6.8 %","42.8 %","31.7 %","25.5 %","20.2 %","53.9 %","26.0 %","13277"
"2016","Eddie Rosario","Twins","92","335","354","90","61","17","2","10","52","32","12","2","91","2","3","2","4","5","2",".269","3.4 %","25.7 %","0.13",".295",".421",".716",".152","5.6",".338","38","-4.2",".304","86","0.0","3.1","0.9","42","94","105","97","11.9 %","36.1 %","39.8 %","24.1 %","18.5 %","51.4 %","30.1 %","12155"
"2016","Alex Gordon","Royals","128","445","506","98","63","16","2","17","62","40","52","3","148","8","1","0","9","8","1",".220","10.3 %","29.2 %","0.35",".312",".380",".692",".160","5.0",".288","53","-6.5",".303","86","0.9","-0.1","-0.2","128","118","86","107","15.0 %","44.6 %","32.9 %","22.5 %","16.1 %","47.0 %","36.9 %","5209"
"2016","Rajai Davis","Indians","134","454","495","113","76","23","2","12","74","48","33","0","106","5","2","1","9","43","6",".249","6.7 %","21.4 %","0.31",".306",".388",".693",".139","7.8",".299","52","-6.7",".302","83","5.9","4.2","-0.1","83","93","102","101","9.6 %","43.6 %","31.3 %","25.1 %","19.1 %","54.4 %","26.5 %","3708"
"2016","Coco Crisp","- - -","122","446","498","103","59","27","4","13","54","55","46","2","78","0","2","4","7","10","5",".231","9.2 %","15.7 %","0.59",".302",".397",".698",".166","5.1",".252","52","-6.9",".301","88","-0.3","0.4","0.3","115","107","91","107","9.4 %","41.4 %","36.6 %","21.9 %","16.6 %","58.8 %","24.6 %","1572"
"2016","Ezequiel Carrera","Blue Jays","110","270","310","67","51","9","1","6","47","23","27","0","70","4","2","7","8","7","4",".248","8.7 %","22.6 %","0.39",".323",".356",".679",".107","5.3",".311","32","-4.4",".301","86","-0.4","1.1","-0.3","109","81","131","72","12.5 %","41.2 %","33.0 %","25.8 %","22.0 %","52.6 %","25.4 %","9048"
"2017","Mallex Smith","Rays","81","256","282","69","55","8","4","2","33","12","23","0","62","0","1","2","2","16","5",".270","8.2 %","22.0 %","0.37",".329",".355",".684",".086","7.2",".347","30","-4.8",".301","88","0.9","1.4","0.9","97","109","116","76","4.1 %","37.1 %","24.4 %","38.6 %","25.9 %","52.8 %","21.3 %","13608"
"2017","Cameron Maybin","- - -","114","395","450","90","58","20","2","10","63","35","51","1","94","2","1","1","12","33","8",".228","11.3 %","20.9 %","0.54",".318",".365",".683",".137","6.9",".274","47","-7.9",".300","87","2.9","2.9","-1.3","135","71","133","76","12.0 %","38.9 %","34.3 %","26.7 %","20.1 %","52.5 %","27.4 %","5223"
"2018","Matt Joyce","Athletics","83","207","246","43","27","9","0","7","34","15","35","2","53","1","2","1","3","0","2",".208","14.2 %","21.5 %","0.66",".322",".353",".675",".145","2.4",".242","26","-3.1",".299","90","-1.0","0.1","0.6","171","121","83","107","11.5 %","42.0 %","36.3 %","21.7 %","14.7 %","49.7 %","35.7 %","3353"
"2018","Leury Garcia","White Sox","82","258","275","70","55","7","4","4","23","32","9","0","69","3","1","4","2","12","1",".271","3.3 %","25.1 %","0.13",".303",".376",".679",".105","6.9",".355","28","-4.5",".295","86","1.8","-1.6","0.6","39","135","115","62","9.5 %","31.4 %","35.6 %","33.0 %","17.0 %","53.1 %","29.9 %","5913"
"2018","Guillermo Heredia","Mariners","125","292","337","69","49","14","1","5","29","19","32","0","52","4","2","7","4","2","4",".236","9.5 %","15.4 %","0.62",".318",".342",".661",".106","2.7",".270","34","-5.5",".295","88","-1.4","-0.4","0.9","114","110","102","92","6.3 %","40.2 %","28.9 %","30.9 %","22.1 %","51.0 %","26.9 %","18721"
"2018","Nicky Delmonico","White Sox","88","284","318","61","37","11","5","8","31","25","27","1","80","6","1","0","7","1","2",".215","8.5 %","25.2 %","0.34",".296",".373",".669",".158","4.4",".269","31","-5.8",".292","85","-0.8","-0.4","-0.5","102","83","99","111","9.6 %","40.5 %","30.7 %","28.8 %","18.1 %","52.2 %","29.8 %","13157"
"2016","Nolan Reimold","Orioles","104","203","227","45","29","9","1","6","25","15","22","0","62","1","1","0","8","1","2",".222","9.7 %","27.3 %","0.35",".300",".365",".664",".143","3.2",".287","22","-4.9",".292","80","-0.7","-1.0","-1.1","121","97","102","99","12.0 %","40.1 %","32.4 %","27.5 %","26.8 %","47.9 %","25.4 %","3441"
"2017","Guillermo Heredia","Mariners","123","386","426","96","74","16","0","6","43","24","27","2","64","11","1","1","9","1","5",".249","6.3 %","15.0 %","0.42",".315",".337",".652",".088","2.2",".284","40","-11.9",".288","80","-2.2","1.0","-0.1","75","87","110","96","5.5 %","35.2 %","39.5 %","25.3 %","23.8 %","55.9 %","20.4 %","18721"
"2017","Ben Revere","Angels","109","291","308","80","64","13","2","1","37","20","15","0","25","0","2","0","7","21","6",".275","4.9 %","8.1 %","0.60",".308",".344",".652",".069","6.5",".296","28","-9.5",".284","76","1.5","3.4","-0.3","58","126","129","51","2.0 %","33.6 %","39.6 %","26.9 %","19.0 %","59.3 %","21.6 %","4712"
"2016","Colby Rasmus","Astros","107","369","417","76","51","10","0","15","38","54","43","0","121","0","4","1","5","4","1",".206","10.3 %","29.0 %","0.36",".286",".355",".641",".149","2.7",".257","37","-12.6",".282","77","0.2","-1.3","1.6","129","103","81","121","14.2 %","53.0 %","27.3 %","19.8 %","13.4 %","51.4 %","35.2 %","9893"
"2018","Johnny Field","- - -","84","221","233","49","27","13","0","9","28","21","7","0","72","3","1","1","3","4","0",".222","3.0 %","30.9 %","0.10",".254",".403",".657",".181","5.0",".284","21","-6.4",".281","77","0.7","-0.2","-0.1","36","90","93","114","14.8 %","41.7 %","31.8 %","26.5 %","21.2 %","43.7 %","35.1 %","15048"
"2017","Peter Bourjos","Rays","100","188","203","42","25","9","3","5","27","15","12","0","53","1","1","1","2","5","4",".223","5.9 %","26.1 %","0.23",".272",".383",".655",".160","7.1",".282","18","-7.0",".280","74","-0.8","0.9","0.7","70","77","112","98","10.4 %","38.7 %","34.3 %","27.0 %","24.1 %","46.0 %","29.9 %","2578"
"2016","Desmond Jennings","Rays","65","200","225","40","25","7","1","7","22","20","21","0","58","2","1","1","4","2","0",".200","9.3 %","25.8 %","0.36",".281",".350",".631",".150","4.2",".243","19","-7.4",".278","73","0.3","0.6","0.0","116","80","106","104","13.5 %","39.6 %","36.8 %","23.6 %","20.1 %","53.5 %","26.4 %","1965"
"2018","Mikie Mahtook","Tigers","67","223","250","45","30","4","2","9","24","29","21","1","66","3","3","0","3","4","1",".202","8.4 %","26.4 %","0.32",".276",".359",".635",".157","5.2",".238","21","-7.9",".276","70","0.3","-0.9","0.3","101","86","104","104","15.0 %","47.5 %","30.0 %","22.5 %","20.6 %","53.1 %","26.3 %","13130"
"2018","JaCoby Jones","Tigers","129","429","467","89","50","22","6","11","54","34","24","0","142","11","2","1","9","13","5",".207","5.1 %","30.4 %","0.17",".266",".364",".630",".156","7.3",".281","39","-15.5",".274","69","0.4","2.7","0.1","62","113","101","91","11.7 %","43.8 %","34.5 %","21.7 %","16.6 %","47.2 %","36.2 %","14818"
