Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2018,Luke Maile,Blue Jays,C,68,202,231,50,33,13,1,3,22,27,25,0,67,2,2,0,4,2,0,0.248,10.80%,29.00%,0.37,0.333,0.366,0.7,0.119,4,0.351,26,-0.9,0.31,95,0.3,0,0,130,93,109,94,6.40%,43.10%,33.60%,23.40%,17.50%,48.20%,34.30%,13355
2016,Salvador Perez,Royals,C,139,514,546,127,75,28,2,22,57,64,22,3,119,8,2,0,12,0,0,0.247,4.00%,21.80%,0.18,0.288,0.438,0.725,0.191,2,0.28,60,-4.7,0.308,89,-0.2,-3.7,-0.4,50,90,78,132,11.80%,47.40%,32.00%,20.70%,22.20%,44.10%,33.80%,7304
2017,Yan Gomes,Indians,C,105,341,383,79,50,15,0,14,43,56,31,0,99,8,2,1,9,0,0,0.232,8.10%,25.80%,0.31,0.309,0.399,0.708,0.167,1.4,0.283,42,-4.5,0.307,85,-0.2,0.8,-0.4,96,86,94,115,13.90%,43.90%,32.40%,23.80%,21.70%,49.20%,29.10%,9627
2018,Austin Romine,Yankees,C,77,242,265,59,37,12,0,10,30,42,17,0,67,2,3,1,10,1,0,0.244,6.40%,25.30%,0.25,0.295,0.417,0.713,0.174,2.6,0.292,29,-1.7,0.307,93,0.1,-1.1,-1.6,77,90,115,88,17.50%,27.40%,39.70%,33.00%,17.90%,46.40%,35.80%,5491
2016,Matt Wieters,Orioles,C,124,423,464,103,68,17,1,17,48,66,32,1,85,5,3,1,10,1,0,0.243,6.90%,18.30%,0.38,0.302,0.409,0.711,0.165,2.5,0.265,50,-4.4,0.307,90,0,-0.6,-0.1,86,118,82,111,12.70%,37.40%,35.10%,27.50%,20.20%,46.80%,33.00%,4298
2017,Wilson Ramos,Rays,C,64,208,224,54,37,6,0,11,19,35,10,2,36,0,3,0,11,0,0,0.26,4.50%,16.10%,0.28,0.29,0.447,0.737,0.188,0.5,0.262,25,-2.7,0.307,93,-0.1,-1,-2,53,87,120,83,20.80%,46.30%,32.60%,21.10%,22.30%,44.60%,33.10%,1433
2018,Russell Martin,Blue Jays,C,90,289,352,56,38,8,0,10,37,25,56,0,82,7,0,0,7,0,3,0.194,15.90%,23.30%,0.68,0.338,0.325,0.663,0.131,1.7,0.234,38,-2.8,0.305,91,-1.5,-2.6,-0.4,192,66,121,95,13.90%,40.60%,39.60%,19.80%,22.70%,47.30%,30.00%,4616
2016,Stephen Vogt,Athletics,C,137,490,532,123,77,30,2,14,54,56,35,3,83,4,3,0,6,0,0,0.251,6.60%,15.60%,0.42,0.305,0.406,0.711,0.155,2,0.275,57,-5.8,0.305,91,-0.3,0.1,0.8,82,114,69,131,7.40%,36.60%,34.60%,28.80%,21.00%,52.20%,26.80%,5000
2018,Salvador Perez,Royals,C,129,510,544,120,70,23,0,27,52,80,17,0,108,12,5,0,19,1,1,0.235,3.10%,19.90%,0.16,0.274,0.439,0.713,0.204,1.6,0.245,59,-4.7,0.304,89,-0.4,-3.3,-1.5,38,96,82,123,14.80%,46.70%,33.40%,19.90%,12.00%,42.00%,46.00%,7304
2018,Gary Sanchez,Yankees,C,89,323,374,60,25,17,0,18,51,53,46,0,94,3,2,0,10,1,0,0.186,12.30%,25.10%,0.49,0.291,0.406,0.697,0.22,2.8,0.197,40,-3.3,0.304,91,0,0.5,-0.8,148,67,101,118,18.20%,51.10%,30.70%,18.20%,19.50%,45.00%,35.50%,11442
2016,Kurt Suzuki,Twins,C,106,345,373,89,56,24,1,8,34,49,18,0,48,5,4,1,9,0,0,0.258,4.80%,12.90%,0.38,0.301,0.403,0.704,0.145,1.7,0.276,39,-4.6,0.303,86,-0.2,-4.1,-0.1,60,104,91,108,7.00%,44.70%,32.80%,22.50%,17.60%,53.00%,29.50%,8259
2018,Isiah Kiner-Falefa,Rangers,C,111,356,396,93,69,18,2,4,43,34,28,1,62,6,1,5,14,7,5,0.261,7.10%,15.70%,0.45,0.325,0.357,0.682,0.096,4.4,0.306,42,-4.5,0.301,79,-0.9,1.9,-2.2,85,119,121,65,5.80%,38.70%,31.70%,29.70%,18.30%,52.30%,29.30%,16512
2016,Jason Castro,Astros,C,113,329,376,69,39,16,3,11,41,32,45,0,123,1,0,1,9,2,1,0.21,12.00%,32.70%,0.37,0.307,0.377,0.684,0.167,4.2,0.297,39,-5.4,0.301,90,-0.2,-2.7,-0.4,149,99,104,96,15.90%,43.00%,29.00%,28.00%,15.00%,49.80%,35.30%,8722
2017,Kevan Smith,White Sox,C,87,276,294,78,57,17,0,4,23,30,9,0,46,3,3,2,9,0,0,0.283,3.10%,15.60%,0.2,0.309,0.388,0.697,0.105,0.9,0.323,31,-5.2,0.3,86,-0.2,-1.7,-0.7,36,96,132,64,7.40%,33.20%,32.80%,34.00%,21.30%,56.20%,22.60%,12284
2017,Caleb Joseph,Orioles,C,89,254,266,65,42,14,1,8,31,28,10,0,72,1,0,1,7,0,0,0.256,3.80%,27.10%,0.14,0.287,0.413,0.7,0.157,2.4,0.328,27,-5,0.299,82,-0.1,0.1,-0.3,45,119,107,81,14.80%,36.60%,38.30%,25.10%,21.30%,50.30%,28.40%,7087
2017,Bruce Maxwell,Athletics,C,76,219,253,52,37,12,0,3,21,22,31,0,63,0,2,1,10,0,0,0.237,12.30%,24.90%,0.49,0.329,0.333,0.663,0.096,0.9,0.316,26,-5.3,0.296,85,-0.2,-1.4,-1.5,145,100,110,89,5.90%,35.90%,35.90%,28.30%,17.00%,47.80%,35.20%,13866
2017,Roberto Perez,Indians,C,73,217,248,45,25,12,0,8,22,38,26,0,71,0,1,4,4,0,1,0.207,10.50%,28.60%,0.37,0.291,0.373,0.664,0.166,1.3,0.266,24,-6.6,0.289,73,-0.6,-1.5,0.6,124,85,116,89,17.00%,45.70%,38.40%,15.90%,25.20%,43.10%,31.80%,2900
2016,Jett Bandy,Angels,C,70,209,231,49,32,9,0,8,23,25,11,0,38,4,4,3,5,1,0,0.234,4.80%,16.50%,0.29,0.281,0.392,0.673,0.158,2.6,0.246,22,-5.6,0.289,81,0.1,-2.9,-0.1,59,101,62,146,8.80%,43.30%,32.60%,24.20%,21.40%,51.10%,27.50%,12508
2018,Mike Zunino,Mariners,C,113,373,405,75,37,18,0,20,37,44,24,0,150,6,2,0,7,0,0,0.201,5.90%,37.00%,0.16,0.259,0.41,0.669,0.209,0.9,0.268,38,-9,0.288,83,-0.2,-2.5,0.4,71,88,88,121,20.20%,58.70%,21.80%,19.60%,17.80%,42.70%,39.60%,13265
2018,Brian McCann,Astros,C,63,189,216,40,30,3,0,7,22,23,19,0,40,6,2,0,7,0,1,0.212,8.80%,18.50%,0.48,0.301,0.339,0.64,0.127,1.7,0.229,20,-5.1,0.286,81,-0.5,-1,-0.6,106,104,66,137,9.30%,43.10%,30.50%,26.50%,21.20%,53.00%,25.80%,4810
2016,Chris Iannetta,Mariners,C,94,295,338,62,41,14,0,7,23,24,38,0,83,2,2,1,4,0,0,0.21,11.20%,24.60%,0.46,0.303,0.329,0.631,0.119,0.6,0.266,30,-9.9,0.282,78,-0.2,-1.9,1.1,140,110,93,102,9.00%,41.90%,34.00%,24.20%,19.50%,45.60%,34.90%,8267
2017,Sandy Leon,Red Sox,C,85,271,301,61,40,14,0,7,32,39,25,1,74,1,3,1,5,0,0,0.225,8.30%,24.60%,0.34,0.29,0.354,0.644,0.129,1.5,0.28,26,-10.5,0.279,66,-0.2,-4,0.5,99,125,84,105,9.30%,37.80%,34.80%,27.40%,24.40%,45.80%,29.90%,5273
2017,Jonathan Lucroy,Rangers,C,77,281,306,68,49,15,0,4,27,27,19,0,32,4,2,0,10,1,0,0.242,6.20%,10.50%,0.59,0.297,0.338,0.635,0.096,2.3,0.259,27,-10.8,0.279,61,0,-0.6,-2,74,84,130,73,6.00%,30.30%,38.70%,31.10%,19.90%,57.80%,22.30%,7870
2017,Martin Maldonado,Angels,C,138,429,471,95,61,19,1,14,43,38,15,1,119,18,1,8,12,0,2,0.221,3.20%,25.30%,0.13,0.276,0.368,0.645,0.147,2.3,0.273,41,-16.7,0.279,73,-1.1,-0.7,-0.9,38,73,112,101,12.60%,41.70%,31.70%,26.70%,21.60%,51.70%,26.70%,6887
2016,Jarrod Saltalamacchia,Tigers,C,92,246,292,42,24,5,1,12,30,38,41,1,104,0,5,0,1,0,0,0.171,14.00%,35.60%,0.39,0.284,0.346,0.63,0.175,2.1,0.222,25,-9.9,0.277,70,-0.1,-0.6,1.6,175,73,71,151,15.20%,46.30%,32.70%,21.10%,9.50%,53.10%,37.40%,5557
2018,Martin Maldonado,Angels,C,119,373,404,84,56,18,1,9,39,44,16,0,98,11,2,2,8,0,1,0.225,4.00%,24.30%,0.16,0.276,0.351,0.627,0.126,2.4,0.28,34,-13.1,0.275,73,-0.6,-2.5,-0.1,48,100,97,104,8.70%,44.80%,29.00%,26.20%,16.50%,52.00%,31.50%,6887
2016,James McCann,Tigers,C,105,344,373,76,54,9,1,12,31,48,23,0,109,2,3,1,12,0,1,0.221,6.20%,29.20%,0.21,0.272,0.358,0.629,0.137,1.9,0.283,30,-13.8,0.273,67,-0.6,-1.6,-1.6,77,90,93,114,12.60%,39.30%,33.10%,27.60%,15.50%,50.60%,33.90%,12859
2018,Blake Swihart,Red Sox,C,82,192,207,44,31,10,0,3,28,18,15,0,57,0,0,0,4,6,1,0.229,7.20%,27.50%,0.26,0.285,0.328,0.613,0.099,5.3,0.311,17,-7.3,0.271,64,0.7,0.2,0.1,87,98,98,104,5.90%,40.70%,30.40%,28.90%,19.30%,51.10%,29.60%,13176
2018,Jonathan Lucroy,Athletics,C,126,415,454,100,74,21,1,4,41,51,29,1,65,3,6,1,12,0,0,0.241,6.40%,14.30%,0.45,0.291,0.325,0.617,0.084,1.9,0.273,37,-16.2,0.271,71,-0.3,-2,-1.3,77,116,99,92,3.40%,32.50%,40.10%,27.50%,17.90%,47.30%,34.70%,7870
2016,Bobby Wilson,Rangers,C,75,228,251,54,41,6,0,7,25,33,11,0,64,1,4,7,6,0,0,0.237,4.40%,25.50%,0.17,0.27,0.355,0.626,0.118,1.5,0.292,20,-9.9,0.27,62,-0.1,0.1,0.1,55,117,93,99,11.90%,54.90%,25.70%,19.40%,21.10%,53.70%,25.10%,6564
2016,Curt Casali,Rays,C,84,226,256,42,24,10,0,8,23,25,25,1,82,2,0,3,2,0,0,0.186,9.80%,32.00%,0.3,0.273,0.336,0.609,0.15,1.1,0.25,20,-10.5,0.268,67,-0.1,-3.5,0.5,122,95,84,123,12.70%,51.00%,27.20%,21.80%,21.10%,46.30%,32.70%,12510
2016,Dioner Navarro,White Sox,C,101,304,334,63,42,13,2,6,26,35,23,0,71,2,3,2,5,1,2,0.207,6.90%,21.30%,0.32,0.265,0.322,0.587,0.115,3,0.248,23,-16.6,0.258,58,-0.8,-1.3,0.5,86,103,79,124,5.80%,39.90%,34.50%,25.60%,20.60%,53.40%,26.10%,3179
2018,James McCann,Tigers,C,118,427,457,94,70,16,0,8,31,39,26,0,116,2,2,0,9,0,3,0.22,5.70%,25.40%,0.22,0.267,0.314,0.581,0.094,1.3,0.282,32,-21.8,0.256,57,-1.5,-2.7,0.1,69,105,91,108,6.60%,33.20%,37.40%,29.40%,17.30%,46.30%,36.40%,12859
2018,Caleb Joseph,Orioles,C,82,265,280,58,39,14,2,3,28,17,10,0,68,3,1,1,3,2,1,0.219,3.60%,24.30%,0.15,0.254,0.321,0.575,0.102,4.6,0.282,18,-14.5,0.251,53,-0.1,-1.4,0.6,43,98,96,106,3.90%,38.20%,33.20%,28.60%,15.60%,60.30%,24.10%,7087
2017,Austin Romine,Yankees,C,80,229,252,50,38,9,1,2,19,21,16,0,57,2,3,2,7,0,0,0.218,6.30%,22.60%,0.28,0.272,0.293,0.565,0.074,2.2,0.277,16,-15.1,0.25,50,-0.1,-0.6,-0.6,75,125,104,82,3.80%,26.60%,38.40%,35.00%,22.00%,50.30%,27.70%,5491
2016,Carlos Perez,Angels,C,87,268,291,56,35,16,0,5,25,31,12,0,49,1,2,8,6,1,0,0.209,4.10%,16.80%,0.24,0.244,0.325,0.568,0.116,2.7,0.236,17,-17.2,0.246,52,0.1,-0.5,-0.2,51,83,93,118,5.40%,37.60%,31.40%,31.00%,26.20%,48.00%,25.80%,10642
2018,Christian Vazquez,Red Sox,C,80,251,269,52,39,10,0,3,24,16,13,1,41,4,0,1,5,4,1,0.207,4.80%,15.20%,0.32,0.257,0.283,0.54,0.076,3.9,0.237,15,-16.4,0.24,42,0.3,-2.2,-0.2,58,101,100,99,3.90%,33.20%,31.80%,35.10%,18.00%,54.50%,27.50%,9774
2018,Roberto Perez,Indians,C,62,179,210,30,18,9,1,2,16,19,21,0,70,1,2,7,6,1,0,0.168,10.00%,33.30%,0.3,0.256,0.263,0.519,0.095,4,0.257,11,-13.5,0.236,40,0.1,-0.2,-0.4,120,70,117,97,5.30%,33.10%,43.20%,23.70%,14.40%,44.90%,40.70%,2900
2018,Sandy Leon,Red Sox,C,89,265,288,47,30,12,0,5,30,22,15,0,75,4,1,3,6,1,0,0.177,5.20%,26.00%,0.2,0.232,0.279,0.511,0.102,3.4,0.226,13,-20.6,0.227,34,0.1,-1.4,-0.2,63,80,98,114,6.40%,44.60%,33.20%,22.30%,21.80%,51.80%,26.40%,5273
2016,Yan Gomes,Indians,C,74,251,264,42,21,11,1,9,22,34,9,0,69,2,2,0,7,0,0,0.167,3.40%,26.10%,0.13,0.201,0.327,0.527,0.159,2.2,0.189,11,-20.2,0.225,30,-0.1,0.2,-0.4,43,80,88,127,10.80%,42.40%,34.20%,23.40%,17.40%,55.40%,27.20%,9627
